trt, performance_error, stability_agreement, best_performance, best_stability
10, 34.63, 0, 1, 0
20, 21.97, 0, 1, 1
50, 24.51, 20, 1, 11
100, 24.51, 58, 1, 23
200, 24.51, 58, 1, 23
