trt, performance_error, stability_agreement, best_performance, best_stability
10, 44.89, 0, 0, 0
20, 30.72, 20, 0, 2
50, 20.55, 62, 0, 5
100, 15.39, 76, 0, 46
200, 2.83, 99, 1, 100
