trt, performance_error, stability_agreement, best_performance, best_stability
10, 28.05, 0, 0, 2
20, 19.41, 0, 0, 6
50, 11.89, 4, 0, 5
100, 6.82, 27, 1, 19
200, 1.67, 42, 1, 68
