trt, performance_error, stability_agreement, best_performance, best_stability
10, 62.65, 0, 0, 20
20, 65.07, 0, 0, 18
50, 46.47, 0, 0, 19
100, 39.98, 0, 0, 34
200, 27.18, 0, 1, 55
