trt, performance_error, stability_agreement, best_performance, best_stability
10, 57.71, 0, 1, 4
20, 49.02, 0, 1, 7
50, 50.06, 0, 1, 33
100, 48.50, 0, 1, 56
200, 45.87, 3, 1, 74
