trt, performance_error, stability_agreement, best_performance, best_stability
10, 72.02, 0, 0, 0
20, 26.12, 10, 0, 9
50, 10.04, 33, 1, 12
100, 6.06, 74, 1, 53
200, 5.50, 84, 1, 85
