trt, performance_error, stability_agreement, best_performance, best_stability
10, 62.66, 0, 0, 11
20, 50.00, 0, 0, 12
50, 33.44, 9, 1, 28
100, 30.71, 30, 1, 57
200, 28.00, 38, 1, 91
