trt, performance_error, stability_agreement, best_performance, best_stability
10, 27.39, 0, 0, 1
20, 18.24, 0, 0, 0
50, 7.58, 2, 1, 1
100, 0.63, 21, 1, 7
200, 0.74, 44, 1, 91
