trt, performance_error, stability_agreement, best_performance, best_stability
10, 51.44, 0, 0, 1
20, 43.23, 0, 0, 1
50, 31.75, 0, 0, 11
100, 28.57, 0, 0, 30
200, 15.03, 0, 1, 57
