trt, performance_error, stability_agreement, best_performance, best_stability
10, 18.38, 0, 1, 2
20, 2.21, 8, 1, 3
50, 0.97, 23, 1, 12
100, 1.00, 58, 1, 41
200, 0.95, 73, 1, 99
