trt, performance_error, stability_agreement, best_performance, best_stability
10, 55.44, 0, 1, 13
20, 57.25, 0, 1, 16
50, 62.05, 0, 1, 38
100, 61.04, 0, 1, 15
200, 63.99, 0, 1, 18
