trt, performance_error, stability_agreement, best_performance, best_stability
10, 58.94, 0, 0, 0
20, 33.92, 0, 1, 5
50, 31.97, 0, 1, 24
100, 26.12, 3, 1, 62
200, 23.50, 17, 1, 88
