row_id,b0,b1,b2,b3,b4,raw_val
0,0.05266572923479975,0.015049021111907247,0.008309878451768539,0.0038567288062544775,0.0016219204012451452,1|1|1|0|1|0|0|1|1|0|1|0|1|1|0|0|1|0|0|0|1|22.486|87.214546
1,0.10584228721382721,0.02269081531711641,0.015006966661665776,0.00845653939948068,0.005237090194515824,1|1|0|1|1|1|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|71.682|65.910004
2,0.01810757952554285,0.007639463541000368,0.006862537257092561,0.0033780813502237265,0.001359609845282763,1|0|0|1|0|0|1|1|1|0|0|1|1|1|0|0|1|0|1|0|0|46.356|47.204783
3,0.061805015509122964,0.03390545674047225,0.022354668852214214,0.0029579754726286847,0.001321825540371298,1|1|1|1|1|1|0|0|1|0|0|1|1|0|0|1|1|0|1|0|0|98.726|47.225832
4,0.05752844309797852,0.017662275152371336,0.016428188389640056,0.0037134370717474253,0.0027166195269705913,1|1|0|0|1|0|1|0|1|1|0|0|1|0|0|1|1|0|1|0|0|80.942|47.023475
5,0.01103455978265748,0.009102703514613078,0.005804015799876312,0.004585915788495878,0.00246533330022102,1|0|0|0|1|1|1|0|1|0|1|0|1|1|0|0|1|0|0|1|0|34.172|70.464349
6,0.03189445336607137,0.011080510516432156,0.010822430853481991,0.004930215206200455,0.002291574590088487,1|1|0|1|1|1|1|0|1|0|0|1|1|0|1|0|1|0|1|0|0|63.122|48.041442
7,0.018562323787721952,0.01203574971148683,0.00883940492324875,0.004804357358200656,0.0018928610864989792,1|0|1|0|0|0|1|0|1|0|0|1|1|1|0|0|1|0|0|1|0|31.832|65.902903
8,0.017900713148566946,0.013510475710861013,0.014015307660518925,0.010102460703054362,0.011294377164744181,1|0|0|1|0|0|1|1|1|0|1|0|1|0|1|0|1|0|0|1|0|40.146|68.088927
9,0.02249878645533459,0.014133713722735051,0.011212394962961092,0.009735415988764165,0.0033208760032260335,1|0|1|0|0|0|1|1|1|0|0|1|1|0|0|1|1|0|0|1|0|51.742|69.044404
10,0.008477895112763634,0.009038901183071461,0.00796442510445791,0.007075473988532615,0.005131694797197455,1|0|0|1|1|1|0|1|1|0|1|0|1|1|0|0|1|0|0|0|1|25.278|91.446661
11,0.07763473709111157,0.03139047497767366,0.02736861548821356,0.0017408881834733215,0.00022783846270645164,1|1|0|1|1|1|1|1|1|0|0|1|1|1|0|0|1|1|0|0|0|89.736|25.842939
12,0.010828658758804725,0.009818037350371707,0.005963304809859554,0.005552300641017181,0.0016217233997311298,1|1|0|1|1|1|1|0|1|0|1|0|1|1|0|0|1|0|0|0|1|24.108|90.523712
13,0.008142550094154566,0.009805063600863369,0.008188226476108012,0.00697185907973012,0.00358870717100279,1|0|1|1|1|1|0|1|1|1|0|0|1|1|0|0|1|0|0|0|1|25.088|92.1259
14,0.011068770449319351,0.00567166935248419,0.002986814004104638,0.0043463732380128245,0.003994534190590066,1|0|0|0|0|1|1|1|1|0|1|0|1|0|0|1|1|0|0|0|1|41.044|93.073976
15,0.020615933204437248,0.01762676030143717,0.021927786658246042,0.017633798111474936,0.0014285139601713773,1|1|0|0|0|0|0|1|1|1|0|0|1|1|0|0|1|0|1|0|0|42.99|47.827741
16,0.08794723997907206,0.03601430023520844,0.026556319437708538,0.0017239841263871735,0.00022807137937034917,1|1|1|0|1|0|0|1|1|0|1|0|1|1|0|0|1|1|0|0|0|79.856|25.47469
17,0.015643521833571917,0.009420625298796973,0.007939907239262575,0.005011938105336334,0.0016215414492231088,1|0|0|0|0|0|0|1|1|0|1|0|1|1|0|0|1|0|0|0|1|24.066|87.676667
18,0.1153230801170775,0.06180867608417936,0.05847184840558972,0.021277541122368474,0.003040244872903106,1|1|0|1|0|1|0|1|1|0|0|1|1|0|1|0|1|1|0|0|0|128.37|25.521963
19,0.009567976553186263,0.004733197090436467,0.005186862709258211,0.0058755703239424155,0.004431442773084503,1|1|1|1|1|1|1|0|1|1|0|0|1|0|0|1|1|0|0|0|1|42.72|92.404538
20,0.02037751166990184,0.01947654254388743,0.01799058967838625,0.004784270887392984,0.002729428290486613,1|1|1|1|1|1|0|1|1|0|0|1|1|0|1|0|1|0|0|1|0|50.268|67.104706
21,0.07422786945416525,0.030960446990792395,0.02646514135887191,0.0017408881834733215,0.00022783846270645164,1|1|0|0|1|1|1|1|1|0|1|0|1|1|0|0|1|1|0|0|0|89.452|25.532402
22,0.10314164903431641,0.05014192103630254,0.03570242216530569,0.006851361249530437,0.003161833802596958,1|1|1|0|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|0|0|158.084|25.552437
23,0.028719700720134016,0.011340072412101245,0.008003264640844722,0.0046256147527179905,0.0028387849925944806,1|0|0|0|1|0|0|1|1|0|0|1|1|0|1|0|1|0|0|0|1|36.98|88.762643
24,0.04402171329987977,0.010735486534573067,0.008058300508057541,0.005681227914987081,0.0034725633057465684,1|0|0|1|1|0|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|71.602|64.78359
25,0.037194707383627505,0.021130667738881597,0.013485784897498104,0.005817583414181592,0.0018876213525281062,1|0|1|1|1|0|1|0|1|0|1|0|1|0|1|0|1|0|1|0|0|62.37|47.274383
26,0.019148107333430198,0.011999926582454364,0.006619121773653488,0.0031853565639662043,0.0013821184955846218,1|0|1|0|0|0|1|1|1|0|0|1|1|1|0|0|1|0|1|0|0|45.668|47.552309
