row_id,b0,b1,b2,b3,b4,raw_val
0,0.21209023469995114,0.04298733279806895,0.044345555831010464,0.0031646978151126264,0.0003408076000288164,1|0|1|0|1|0|1|1|1|1|0|0|1|1|0|0|266.51
1,0.1332427806366832,0.036591764049676,0.01676830529847824,0.0031646978151126212,0.00034080760002882875,1|1|1|1|0|1|1|0|1|0|0|1|1|1|0|0|275.39
2,0.11772384103044548,0.021993274538332382,0.010831743499129734,0.0032511983424917015,0.0003408076000287989,1|0|0|1|0|1|1|0|1|1|0|0|1|1|0|0|304.967
3,0.15714377552796166,0.07278560430172537,0.025555066318076223,0.024158713785268855,0.007647898082182373,1|0|0|1|0|1|0|1|1|1|0|0|1|0|0|1|726.51
4,0.19270692562503838,0.055258362848824266,0.02945255539119504,0.007730028266272707,0.010409879192124332,1|0|0|0|1|0|1|0|1|1|0|0|1|0|1|0|447.423
5,0.17196666950681874,0.09322198571239712,0.030303467633420223,0.03468966447786549,0.004594486093103105,1|0|1|0|0|1|0|0|1|0|0|1|1|0|0|1|712.87
6,0.21914185505749406,0.06916435876911085,0.03325548669488656,0.014997612472346523,0.0012548725127487848,1|1|0|1|0|0|0|1|1|0|1|0|1|0|1|0|426.75
7,0.17257539401283542,0.032208158833473104,0.01572669273531649,0.0031435227993631422,0.0003408076000287935,1|1|1|1|1|1|1|0|1|1|0|0|1|1|0|0|279.153
8,0.17095860987012973,0.06936766904814724,0.020574602628973933,0.012552302515897848,0.00034080760002877194,1|1|0|0|0|0|1|1|1|0|1|0|1|0|1|0|369.463
9,0.16116659247715498,0.05816629182286645,0.020327478936333684,0.009891367415916199,0.001203309612654811,1|1|0|0|1|1|1|0|1|0|1|0|1|0|1|0|463.39
10,0.16104704298819447,0.07491478962366067,0.017930665544500065,0.005856245816356866,0.0003408076000287302,1|1|1|1|0|0|0|0|1|0|0|1|1|0|0|1|584.977
11,0.18619286828857665,0.027595077255129247,0.01099107375901396,0.005283534169197158,0.002094327643275204,1|0|1|1|1|0|0|1|1|1|0|0|1|0|1|0|506.93
12,0.6419564342740403,0.6613752251841154,0.26919695019557593,0.0031646978151126113,0.00034080760002875747,1|1|1|1|0|0|1|1|1|0|0|1|1|1|0|0|247.537
13,0.19632470511255914,0.08986123401719766,0.01550494647329834,0.006323511377061549,0.0016235905449239615,1|0|1|0|1|1|1|0|1|1|0|0|1|0|0|1|666.553
14,0.12253283204814991,0.032275817707275355,0.031207235740564436,0.0060246624993630735,0.0033904089435490697,1|0|1|0|1|0|0|0|1|1|0|0|1|0|0|1|730.01
15,0.214312050616449,0.13727558239099902,0.02439043175322102,0.014394816996948409,0.0009614243559318903,1|1|0|0|0|1|1|1|1|0|0|1|1|0|1|0|414.67
16,0.13224758828624344,0.03538752159196836,0.0167851666080583,0.003164697815112629,0.00034080760002881905,1|1|1|0|0|1|1|0|1|0|0|1|1|1|0|0|275.987
17,0.1634676748168397,0.041433491094958905,0.02553356863830057,0.00529350120182813,0.0011385819088083056,1|1|0|1|0|0|1|0|1|0|0|1|1|0|0|1|497.803
18,0.12589121068822637,0.02099187785722039,0.011014199607324932,0.0031144059738055364,0.0003408076000287587,1|0|1|0|1|1|0|0|1|1|0|0|1|1|0|0|299.66
19,0.1363936728861924,0.02640287589878765,0.013846839390620806,0.003164697815112643,0.0003408076000288716,1|1|0|0|1|1|0|1|1|0|0|1|1|1|0|0|291.53
20,0.24771771252632876,0.055728239282976405,0.031339444358177405,0.003164697815112594,0.0003408076000288181,1|0|0|1|0|0|1|0|1|0|1|0|1|1|0|0|270.137
21,0.17165296378057737,0.034339552987658145,0.01569039858432483,0.003164697815112602,0.0003408076000287755,1|1|1|0|1|1|1|0|1|1|0|0|1|1|0|0|279.753
22,0.1785727297055261,0.08712893382344503,0.01803543263400567,0.008765701930996139,0.0016246324826956467,1|1|1|0|0|1|0|0|1|0|0|1|1|0|0|1|680.563
23,0.11630628235968596,0.022391922791965543,0.012108346099481172,0.003149418405796228,0.0003408076000287321,1|0|1|0|0|1|1|0|1|0|0|1|1|1|0|0|295.62
24,0.11564911488859479,0.01748358335680457,0.01037289114140214,0.0031509726013557253,0.0003408076000287685,1|0|0|1|1|1|0|0|1|0|1|0|1|1|0|0|310.287
25,0.16104704298819447,0.0746942188246565,0.017930665544500065,0.005856245816356866,0.0003408076000287302,1|1|1|1|0|0|0|1|1|0|0|1|1|0|0|1|583.847
26,0.2017189504844952,0.05467597825371523,0.030047364133780532,0.008179307028769173,0.008900847235878749,1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|449.03
27,0.12947139150436968,0.06729151939668308,0.022744793800700405,0.005597497936491952,0.0013670448839525385,1|1|1|0|1|1|0|1|1|0|1|0|1|0|0|1|773.22
