row_id,b0,b1,b2,b3,b4,raw_val
0,0.6156883837645062,0.4629265647791435,0.3238402248692164,0.2229382284048386,0.009386911028336543,1|1|1|1|1|1|128|32|256|135538.4
1,0.40968441716392645,0.23701838101543243,0.2253113237055482,0.22581902800502937,0.0980902051988155,1|0|0|0|1|0|256|32|4096|47235.8
2,0.3194982823174333,0.2404572539740566,0.16544399761758768,0.14507418873459438,0.04169679635198873,1|0|1|0|0|0|64|2|1024|47294
3,0.2370211014517914,0.23922503677825674,0.11474726366336647,0.05646439421588856,0.020610958106140338,1|0|1|1|1|1|128|8|256|48058.8
4,0.6122023300632585,0.462867078568733,0.38970538983905967,0.2947326813245062,0.08479814012228368,1|1|1|1|1|0|64|2|1024|55712.8
5,0.3465144706166695,0.23619695201179805,0.15032681106936324,0.0748952898540632,0.04567862012262818,1|0|0|1|0|0|64|2|256|47631.2
6,0.41141212857412346,0.23208508054199276,0.2562440659006966,0.09316029915780108,0.06786001522874566,1|0|1|0|1|1|128|2|1024|47792.8
7,0.7852418313820364,0.5486405247698116,0.5724786108083162,0.248655491542326,0.1259947196059011,1|1|0|1|1|0|64|2|1024|141316.6
8,0.35498074642536737,0.3478510392520437,0.29169269468888703,0.20900704118031854,0.0890496868566409,1|0|0|0|1|1|256|2|1024|50866.2
9,0.40920398180156137,0.2658275388660858,0.32396354209641737,0.25450911195077164,0.10261977260655446,1|0|0|1|1|0|256|32|4096|48305
10,0.35220902357720313,0.4201295484767023,0.32042302761808705,0.12694828471662004,0.030305503463590452,1|0|1|0|1|1|256|32|256|46634.4
11,0.37532069161197995,0.2873540847727415,0.189705127851073,0.03990836741686903,0.0022221947600409657,1|0|0|1|1|1|64|32|256|47999.8
12,0.3297491633768872,0.3383568848751676,0.2806374118271824,0.1867516932198963,0.00891865353508441,1|0|0|1|1|0|256|32|1024|47301.4
13,0.6569623587273529,0.46269186526941114,0.3902128756910225,0.1292215399924884,0.0002600824017043526,1|1|1|1|0|1|64|32|1024|55211.6
14,0.6524059601361819,0.6425509724014025,0.4372395993109158,0.42633205016103776,0.10414062028667713,1|1|0|0|0|1|256|2|1024|51040
15,0.7827475756320936,0.5722529579989828,0.6683833848713104,0.4783391455328852,0.06446692663549361,1|1|1|1|0|0|128|32|1024|58542
16,0.40097378618769414,0.27437517864075167,0.22588936313772023,0.102353856080967,0.04588720551267659,1|0|0|0|0|0|256|2|256|46666.2
17,0.6357275135674404,0.647885388159766,0.48911538921898173,0.6142768130989421,0.02058043030887693,1|1|1|0|0|1|256|2|1024|58011.4
18,0.46326144320787016,0.5689803309157353,0.4686153228028272,0.33891544665125856,0.05036042506500719,1|1|1|0|1|1|256|8|1024|57034.8
19,0.6576553086852754,0.3959799710260386,0.3203350865213917,0.11025132057502812,0.014656692398803668,1|1|1|0|0|0|128|8|256|133711.4
20,0.7339499275154793,0.5600782853992411,0.4977776173426356,0.3030928798782251,0.205754338608413,1|1|0|1|1|1|64|32|4096|52838.8
21,0.28296625370295997,0.26549883399235885,0.24072403485052785,0.21055609869912018,0.04717083501283994,1|0|1|1|0|0|64|32|4096|46933.2
22,0.41028286610469483,0.4021059083244569,0.1741829289333871,0.10327640681552584,0.010666581877618108,1|0|1|1|0|1|128|8|256|50694.6
23,0.8411129320070966,0.6625862514905652,0.5826159829439387,0.49145164092210064,0.2865788933366614,1|1|1|0|0|1|64|2|4096|56048
24,0.3590538122352686,0.2883085895856145,0.2454264826682454,0.15802748118539023,0.1066151464961878,1|0|1|1|0|0|64|2|4096|46986.2
25,0.7515587209061609,0.5508668206438028,0.4836624689486399,0.36195990943691675,0.018214425288874805,1|1|0|1|0|0|256|32|1024|60547.6
26,0.6024484407288063,0.34593781405744245,0.18340894836506189,0.05380078719639729,0.04057493002819954,1|1|1|1|0|0|128|2|256|55905.4
27,0.3532779084527415,0.2880482176077875,0.1891965233366205,0.1291044762766762,0.10913669755942473,1|0|1|0|1|0|64|2|1024|47402.8
28,0.4473384791737956,0.30658589601917424,0.2610795998554031,0.23281356117980298,0.171391617231849,1|0|0|1|1|0|64|8|4096|47208.8
29,0.26774353992979477,0.22649490314883014,0.19440666509183782,0.16214899723330004,0.008534943044545757,1|0|0|1|0|1|128|32|256|47647.4
30,0.5291425680882605,0.6272321056527647,0.3140932585667718,0.29907994073055516,0.044689820208083215,1|1|0|0|0|1|64|8|256|137366.8
31,0.7285807207971225,0.37884339012088014,0.2433294429796822,0.18531064724333787,0.026534497192639145,1|1|0|1|0|0|64|8|256|54563.2
32,0.3542806625088541,0.27348057715328156,0.24294890623098503,0.12150563856137006,0.08427554222866436,1|0|0|0|0|1|64|2|1024|47289.2
33,0.46917627791450717,0.4814690076334592,0.2940571124120626,0.2494815334649678,0.0668296943941276,1|1|1|0|1|0|128|8|1024|135915.8
34,0.5391116316701553,0.5549355185111663,0.26236612485949257,0.17600261219240887,0.0002762998236102215,1|1|1|0|0|1|64|32|256|132894.8
35,0.36987113575720276,0.2760887083712691,0.22972271100705122,0.22591577882487085,0.08846947582025691,1|0|1|1|0|1|64|8|4096|46801.4
36,0.7809460294379702,0.644061468193669,0.3099407362992959,0.3149841861645326,0.12571975475769895,1|1|0|1|1|1|128|8|1024|51363.8
37,0.9348788139058588,0.6838705573589284,0.45356205227130125,0.24243301187475752,0.044573444285442236,1|1|0|1|0|0|256|8|256|51928.2
38,0.7183230564043561,0.5560679339055808,0.35029204788940077,0.28778113955017914,0.029759823919032133,1|1|0|1|1|0|256|32|1024|54179.6
39,0.28296625370295997,0.26549883399235885,0.24072403485052785,0.21055609869912018,0.04717083501283994,1|0|1|1|0|0|64|32|4096|47422.4
40,0.6055617250711693,0.6283681589938614,0.5024981480326153,0.43287089510163057,0.18035067142877936,1|1|1|0|0|0|256|8|4096|55858.4
41,0.6337793125385445,0.5110042724121187,0.4562977256913859,0.4077017463369968,0.3251591647172801,1|1|1|0|1|0|256|2|4096|59091.4
42,0.7778413218331635,0.45230429995511373,0.4260444936837862,0.5193334726811839,0.35711012736332093,1|1|0|1|0|1|256|8|4096|50912
43,0.4442188381920343,0.26927645274777856,0.23234003696554328,0.11707074438800796,0.057631462003661656,1|0|0|0|0|0|64|2|256|46858.6
44,0.7819618446874431,0.6566732025526614,0.5529315916224198,0.3336581799441725,0.2081833915734749,1|1|0|1|0|1|64|2|4096|55582.2
45,0.7465887864718952,0.6745210148653277,0.46786132411221465,0.5275485083559507,0.34865715889939053,1|1|0|0|0|0|64|2|4096|53989.6
46,0.25661893697640287,0.32207303915246316,0.1476792373091346,0.15669782694693263,0.023334218268178688,1|0|1|0|1|0|64|32|1024|47118.8
47,0.6695438029243838,0.6471171960416642,0.5151212491975236,0.4915424585841796,0.27892213379177677,1|1|1|0|1|0|64|2|4096|138513.4
48,0.47653251530287666,0.5404033099188555,0.4719841265275255,0.38140640349688687,0.20520007597475065,1|1|1|0|1|1|256|2|4096|55744.2
49,0.4172324260219844,0.3239027529275423,0.23460833621912652,0.08863840850281333,0.009267920844891,1|0|0|0|1|1|128|2|256|47466
50,0.6522359720943677,0.682306341589357,0.6431925517650032,0.36821848853271505,0.13624325194887463,1|1|0|1|0|0|128|8|1024|51590.6
51,0.5701911026528973,0.627969051689981,0.5097261916821443,0.31794246525462716,0.1184976399640446,1|1|1|0|1|1|64|32|1024|56252.4
52,0.3017057250731249,0.27726814168182584,0.20265852254467095,0.16797792380696572,0.0800016056003633,1|0|0|0|1|1|128|8|1024|47215.2
53,0.4185120706033563,0.2469355436795435,0.17997189958685406,0.10071794013738856,0.007278474946310802,1|0|0|0|1|0|128|32|256|49599
54,0.38871882298913185,0.33703099674949505,0.40340137035725754,0.28211800980310753,0.13195721803860183,1|0|0|0|1|0|64|2|4096|47221.2
55,0.5967399201917071,0.6326522370281622,0.26039252326917683,0.31361090604326647,0.01756443218391642,1|1|1|0|0|0|128|32|256|136977.8
56,0.7143158101789058,0.42722717263099746,0.3933816355917474,0.16109338409246302,0.08360379331889992,1|1|1|1|1|1|64|32|1024|58466.2
57,0.2965720191121147,0.3384110354561628,0.2699281926328393,0.11430395420458954,0.04104703568830566,1|0|1|1|0|1|128|8|1024|50692.4
58,0.4312709169038233,0.35793566937221344,0.24584931595971118,0.23992917577874642,0.11801351301679469,1|0|1|1|0|0|256|8|4096|47859.8
59,0.5902459998358118,0.44016443287175755,0.36339087399464265,0.2121885110506556,0.18839617053750868,1|1|1|1|1|1|64|8|256|56644.8
60,0.7378356290766332,0.6270856179481045,0.5254026809120601,0.2893655041434106,0.06790283848512729,1|1|0|1|0|1|128|8|1024|55156.8
61,0.7772199813450203,0.5802188819079868,0.5523400980090044,0.31012607478394877,0.2219912729506012,1|1|1|0|1|1|128|2|4096|136990.2
62,0.6648104653760015,0.39077918776966597,0.3549233916906523,0.38859872621306163,0.23624579657944117,1|1|1|0|1|1|64|8|4096|137270.6
63,0.821748591093694,0.6709823376554802,0.5418984284514565,0.5467645419897282,0.3864404380643905,1|1|0|1|1|1|128|2|4096|53138.2
64,0.4812206016615413,0.40006634444117395,0.36644619738971923,0.3057827991983125,0.0731180919568065,1|0|1|0|0|0|256|32|4096|47858
65,0.6446853849086598,0.47852883687621295,0.330365387195995,0.19157279477344913,0.07492325544652473,1|1|0|1|1|0|64|8|256|139730
66,0.395109319059492,0.40686063925655397,0.2105923648322331,0.21390337123309208,0.11780597343874101,1|0|0|1|1|0|128|2|4096|49637
67,0.456075004672371,0.3497155345460629,0.19541862943907415,0.13456714895668068,0.03201077988621343,1|0|0|1|1|0|64|32|1024|46819.6
68,0.5756096235354647,0.659276963744834,0.4897334693950901,0.29241316459791455,0.17986930027738773,1|1|0|1|1|1|64|8|4096|54938
69,0.7111622970158621,0.37201863961754583,0.3030431254842767,0.16296968610323764,0.11938584300441259,1|1|0|1|0|0|64|2|1024|56270.4
70,0.6196308050300587,0.32308927418561706,0.38944254551890845,0.2341619680815738,0.10428413106792027,1|1|0|0|0|1|128|32|256|60982.8
71,0.45103913930011696,0.36792221159606253,0.2832214230228401,0.19013289103658626,0.14712245839066299,1|0|0|0|0|0|256|2|4096|47216.4
72,0.431970036612528,0.18999994013297153,0.11741668143157132,0.06531634656103395,0.008173280600436829,1|0|1|1|0|0|64|32|256|47669.4
73,0.4126410638520967,0.5140338616642266,0.3898337388800306,0.3528875703554421,0.24840480595183947,1|1|1|0|1|1|256|8|4096|56028.6
74,0.4748323597165885,0.3549017428545385,0.19889213586863544,0.07286004848491417,0.030283541294979715,1|0|0|0|0|1|256|2|256|47232.2
75,0.643988303036253,0.5848113020325565,0.529164296781825,0.2113464035906896,0.09824042099564287,1|1|1|1|0|0|128|32|256|55225.8
76,0.5243338440460388,0.3220022622453372,0.1842515237226519,0.08876908617110912,0.0002599169329808733,1|1|1|1|0|0|128|8|256|57996.4
77,0.6304739495374456,0.6724591357623214,0.5401730471416963,0.4080832967427138,0.2298287719953283,1|1|0|1|1|1|256|8|4096|51834.2
78,0.6686769836561717,0.5222625501429327,0.4208440087165606,0.48974199952203623,0.30847170120636624,1|1|1|1|1|0|256|8|4096|58049
79,0.6268681679260611,0.7241779460320706,0.6082327105926846,0.5584708603025016,0.0004048556715734343,1|1|0|1|1|1|64|8|256|140773.4
80,0.3513879655466714,0.26658235057624446,0.31811486151392093,0.18202697581422145,0.01521600163806227,1|0|1|0|1|0|256|8|1024|47298.4
81,0.6767234905773091,0.6325441658515748,0.36201799962139114,0.20767142351144163,0.09323256772438827,1|1|0|1|1|1|256|2|256|137522.6
82,0.9174624237329327,0.7301805057182028,0.36605226646557304,0.5091701704462442,0.3078245748088017,1|1|0|1|1|0|128|32|4096|55572.4
83,0.7642413317802578,0.5890454129029549,0.4400757080410434,0.3012005545743942,0.011171897806638865,1|1|1|0|1|1|256|32|1024|133641.6
84,0.6740350893398563,0.6205105848614466,0.3933536054436224,0.4462977654500274,0.3472812427252749,1|1|1|1|0|0|256|2|4096|55736.8
85,0.4429420589245315,0.3299858861555636,0.3046339631291734,0.2325569383848402,0.11072333281966369,1|0|1|0|0|0|256|2|4096|47525
86,0.6236516222125924,0.4299752126072911,0.37780878028367015,0.306012476588123,0.15542141329482195,1|1|1|1|1|1|128|32|4096|56039
87,0.3732499279053853,0.3259910626200468,0.18810630411844842,0.1141313957435607,0.078442414267653,1|0|0|0|1|1|64|32|256|48193.6
88,1.0007625309036876,0.796365060358278,0.9027813573664409,0.550041105911832,0.29036255392515287,1|1|0|1|1|0|64|8|4096|53447.8
89,0.6918407575965024,0.5243478651136034,0.4787016832883359,0.4113786893450512,0.13995079365888874,1|1|1|0|0|1|256|8|4096|135730.2
90,0.6436522249961211,0.5350261822888458,0.5123400341317851,0.5237138971845348,0.29043361756030084,1|1|1|1|1|0|128|32|4096|59772.2
91,0.3038890026220098,0.31513609461636993,0.18416640308108395,0.16869758719426572,0.0019660654835337954,1|0|1|1|0|0|64|32|1024|47958.6
92,0.5079838228526526,0.34628067907158,0.32413715366946044,0.04824422602272718,0.01847357581211136,1|0|0|0|0|0|128|2|256|49810.4
93,0.6756266895723317,0.5564649476754545,0.4407026492743927,0.350946580372654,0.0002577212557453715,1|1|1|0|1|1|256|32|256|60077
94,0.2844924194516539,0.2217648287833615,0.17627613970868616,0.10761242306126236,0.05628417447812552,1|0|1|1|0|0|64|2|1024|49671.2
95,0.7339499275154793,0.5600782853992411,0.4977776173426356,0.3030928798782251,0.205754338608413,1|1|0|1|1|1|64|32|4096|143249.4
96,0.5124245934441657,0.42857300321080577,0.32844498455307847,0.1610756768065511,0.027298565242959722,1|1|1|0|1|1|128|32|1024|138213
97,0.3341175229241572,0.2728398208742161,0.15746722789490217,0.06158487846348941,0.007138352619137099,1|0|0|1|1|0|128|2|256|47605.2
98,0.34057005999432916,0.3237466409505489,0.23999270375052703,0.2193932964436813,0.13381806618548295,1|0|0|0|1|1|256|8|1024|52071.6
99,0.6019314144945519,0.5237442688286275,0.4966246281770073,0.20989845153779368,0.04076044151348611,1|1|0|1|1|1|128|2|256|52433.2
