row_id,b0,b1,b2,b3,b4,raw_val
0,0.09450567096267994,0.07413333377825315,0.03784107587054541,0.006310770251970508,0.00037686559589597985,1|1|1|1|1|0|1|0|2|0|10|0|5326.2
1,0.10270047701776754,0.04972371466483606,0.030306273675079463,0.004500443281620047,0.004166136761291676,1|1|1|1|1|0|1|0|3|128|128|16|5709
2,0.13172705126335973,0.10704599654352842,0.09486149167841597,0.04987981447920025,0.06818704160429354,1|1|0|0|0|1|2|0|2|8|64|0|9336.8
3,0.038324908845140455,0.012360624409246913,0.0038274936375932043,0.00356206310557994,0.0003768655958960027,1|1|1|0|0|1|2|0|2|8|10|128|12724.8
4,0.10014590650038656,0.03393813338016096,0.022616890045766665,0.009260379213613376,0.0068416807129528705,1|1|0|0|0|1|4|0|1|8|0|32|7414.2
5,0.25868490057610916,0.12996950579256983,0.0775190871620853,0.050157268385222054,0.045570437014183576,1|0|1|0|0|1|3|0|2|64|10|8|7768.8
6,0.16279345303185921,0.11372055883068281,0.06448224421439433,0.03709680047612705,0.02474706210753872,1|0|0|0|0|0|4|0|2|128|128|0|7059.4
7,0.05472530361237441,0.02983781764298538,0.006458217445443235,0.005841486059178559,0.0019461733060552424,1|0|1|0|0|1|4|0|4|8|32|20|7983.8
8,0.09599272684481906,0.07554013305568161,0.05241391109488716,0.03388680738489959,0.02266517457282173,1|1|0|0|0|0|2|0|4|0|64|20|5387.2
9,0.17537735427135603,0.023030665368667297,0.01622461298420902,0.006340092179781275,0.000610753472131222,1|1|1|1|1|1|3|0|1|128|32|16|5249.8
10,0.13951430168161622,0.12287812404079668,0.09648285396925363,0.06044962252057218,0.017997701402634594,1|1|0|0|0|1|4|0|1|10|64|32|6961.4
11,0.041473935458009696,0.013457843329958063,0.0061375457757812425,0.00742797538726179,0.0003768655958959759,1|1|1|1|1|1|3|0|4|10|32|32|7385.6
12,0.11146317668410881,0.08817318135005595,0.06604230103385991,0.05331423844487791,0.0010516784668001449,1|0|1|0|0|1|4|0|4|16|0|10|6323
13,0.1147528261977588,0.08527972187797349,0.06832722189446272,0.05324862759392288,0.00037686559589595464,1|0|1|1|1|1|2|0|2|10|64|64|7762
14,0.03747474471313969,0.02179430011100653,0.017750803150790435,0.011121131661151563,0.0003768655958960397,1|1|1|1|1|0|1|0|3|10|8|10|12459.6
15,0.1289236307428113,0.06379545184319452,0.08294564603106694,0.03160233331731989,0.031055785562654124,1|0|1|0|0|0|2|0|3|64|10|128|7911
16,0.034457001000248004,0.02114277391006989,0.005511163615788838,0.0035971999865427747,0.00037686559589595616,1|1|1|0|0|0|3|0|4|20|10|64|8695
17,0.15124351410230646,0.11275277840567341,0.08988124613684408,0.11287301421495356,0.03246852909558261,1|1|0|0|0|0|2|0|3|64|20|10|6779.4
