row_id,b0,b1,b2,b3,b4,raw_val
14,0.058086020989431136,0.0828407988689339,0.04026911395269969,0.04757431620115313,0.03849947216168792,46107|1|0|78|31|9|27|16|9|33|1|1|1|4|3|0|0|0|0|0|0|3|11|0|31|2298|0|0|1|0|0|0|0|1|0|0|92|59|0
15,0.044395178899848876,0.032534727975370575,0.039109535827008345,0.029177592493714787,0.033043117637089885,32173|0|1|0|18|0|2|0|0|2|1|1|0|3|4|0|0|0|0|0|0|3|11|0|62|2491|1|0|0|0|0|0|0|0|0|1|20|18|0
16,0.09075216557780179,0.07080726277102539,0.06919750387364998,0.059353951810832195,0.05867155764866145,54198|1|1|13|185|0|28|3|2|17|6|3|1|6|4|0|0|0|0|0|0|3|11|0|54|2353|0|1|0|0|0|0|0|1|0|0|218|201|0
17,0.041816909729041424,0.050916500426691706,0.027038278868709364,0.024776270749068262,0.028488130386408662,42243|1|1|34|48|0|2|0|0|5|2|2|0|3|7|0|0|0|0|0|0|3|11|0|61|2359|0|1|0|0|0|0|0|1|0|0|50|45|0
18,0.12566844633691418,0.07582888318012589,0.06686764613920361,0.08132008921696368,0.057254892291273854,67911|0|1|63|529|0|356|63|28|0|3|6|7|11|3|0|0|0|0|0|0|3|11|0|71|2197|0|0|0|1|0|0|0|0|0|1|976|976|0
19,0.1433276642572734,0.1493914521374776,0.10164856042518562,0.08727024912497387,0.038215363154375605,58512|0|1|25|895|10|101|13|0|152|5|3|4|8|8|0|0|0|0|0|0|3|11|0|56|2442|0|1|0|0|0|0|0|1|0|0|1019|867|0
20,0.11136231545917075,0.07542677292803848,0.07713637893809677,0.06683523358370452,0.0647846766972636,77437|0|0|70|560|21|442|29|44|29|1|4|5|13|1|0|0|1|0|0|0|3|11|0|57|2374|0|1|0|0|0|0|0|1|0|0|1096|1067|1
21,0.09229553614808782,0.12113899752118892,0.10349643726553835,0.0909020426394623,0.0767581475434577,86037|0|0|95|490|44|125|29|20|22|1|6|7|11|3|0|1|1|0|0|0|3|11|1|29|2702|0|0|1|0|0|0|0|1|0|0|708|686|2
22,0.09216205448663867,0.11205818412242026,0.06873250225421568,0.0865800399817158,0.05986106600961714,56253|0|1|83|509|0|65|7|11|5|4|7|2|9|6|0|0|0|0|0|0|3|11|0|57|2728|0|0|0|1|0|0|0|1|0|0|592|587|0
23,0.04345691091143944,0.03704492674457054,0.032529746827475337,0.022516753374083476,0.02521289925285936,30081|0|1|27|36|0|2|0|0|4|1|1|0|3|7|0|0|0|0|0|0|3|11|0|59|2652|0|0|1|0|0|0|0|1|0|0|38|34|0
24,0.09822577105003696,0.09714026264245046,0.0874487088380324,0.06663505422359871,0.08104419663745237,78579|0|0|35|816|66|549|216|66|99|1|5|6|4|3|0|0|0|0|0|0|3|11|1|50|2713|1|0|0|0|0|0|0|0|1|0|1713|1614|0
25,0.07142370761468537,0.08188365178385032,0.06040050029264789,0.06179262040226054,0.04408613331085825,68627|0|0|45|395|15|263|60|54|38|1|2|3|6|1|0|0|0|0|0|0|3|11|0|38|2692|0|0|1|0|0|0|0|1|0|0|787|749|0
26,0.038332696975836425,0.04568043031221638,0.044738146107308585,0.02393842794066725,0.03139291432232169,30096|1|0|30|5|3|11|12|5|9|1|2|0|3|6|0|0|0|0|0|0|3|11|0|37|2197|0|1|0|0|0|0|0|1|0|0|36|27|0
27,0.09740528803546716,0.09550134707259454,0.0669561833073746,0.09884215789513222,0.07721024620681846,79823|0|1|6|835|73|380|114|73|43|1|6|9|7|2|0|1|0|0|0|0|3|11|0|61|2249|0|1|0|0|0|0|0|1|0|0|1475|1432|1
28,0.044097557884843666,0.04114822150135513,0.0509939232739693,0.05507149938139213,0.047810578993662006,5648|1|1|68|28|0|6|1|1|13|1|1|0|0|20|1|0|0|0|0|0|3|11|0|70|2267|0|0|0|1|0|0|0|0|0|1|36|23|1
29,0.10699976417665093,0.12291381519965978,0.09102701174191075,0.0862622059084894,0.0751057847088591,76005|0|0|72|983|20|389|240|50|40|1|3|5|13|6|0|0|0|1|0|0|3|11|0|65|2651|0|0|0|1|0|0|0|1|0|0|1682|1642|1
30,0.05223022435184503,0.04584102691729572,0.045600458426538926,0.021124350517470136,0.03521062016466046,25130|1|0|10|2|5|7|0|18|18|2|2|0|3|7|0|0|0|0|0|0|3|11|0|40|2429|0|0|0|1|0|1|0|0|0|0|32|14|0
31,0.07521863233546909,0.05532308329390998,0.06105274553646465,0.05232338277564764,0.037395201575442426,34916|2|0|89|51|23|82|33|0|42|4|5|1|3|9|0|0|0|0|0|0|3|11|0|52|2569|0|0|0|1|0|0|0|1|0|0|189|147|0
32,0.05267421486531785,0.08239680846035943,0.03193779581303139,0.0443474742933658,0.03058406913344722,38680|1|0|97|11|0|36|15|5|12|1|2|0|3|7|0|0|0|0|0|0|3|11|0|36|2617|0|1|0|0|0|0|0|1|0|0|67|55|0
33,0.0858455129499738,0.056912200799005865,0.07486277319072812,0.05657877699084939,0.054759777429171805,64866|0|1|9|508|5|21|7|5|10|4|7|3|7|5|0|1|0|0|0|0|3|11|0|70|2313|0|0|0|0|1|0|0|0|1|0|546|536|1
34,0.08797113368392921,0.07500301542335669,0.05245774150500677,0.046172274330976225,0.043486839373323795,70379|0|1|84|553|25|142|65|67|8|3|6|3|13|4|0|0|0|0|0|0|3|11|0|44|2642|0|0|1|0|0|0|0|0|1|0|852|844|0
35,0.05275817289387504,0.050140439998634184,0.02921531482160223,0.026256829786785202,0.022054911782041192,44155|1|1|24|22|1|9|0|0|14|1|1|1|2|4|0|0|0|0|0|0|3|11|0|63|2320|0|1|0|0|0|0|0|0|0|1|32|18|0
36,0.08472467299955945,0.08327290060318822,0.08769289362851077,0.08122396259770047,0.06205628964671979,80910|0|0|71|160|80|369|67|39|41|1|3|3|8|1|0|0|0|0|0|0|3|11|0|34|2765|0|0|1|0|0|1|0|0|0|0|715|674|0
37,0.04314837784091386,0.06360941883515418,0.05468954731337823,0.03281546445772837,0.030469709102922987,27733|1|0|16|0|7|5|26|2|17|2|2|0|3|7|0|0|0|0|0|0|3|11|0|39|2466|0|1|0|0|0|1|0|0|0|0|40|23|0
38,0.15594293798629177,0.1404191061133922,0.16006762821792028,0.14154465509211808,0.07838027508750717,60896|0|1|90|1013|30|399|60|46|153|3|9|10|4|6|0|0|0|0|0|0|3|11|1|56|2785|0|1|0|0|0|0|0|0|0|1|1548|1395|0
39,0.08775587502572935,0.07366277541471704,0.0732067950762677,0.08317365394026936,0.08232274788158998,21888|1|0|15|88|10|46|2|3|64|4|5|1|2|10|0|0|0|0|0|0|3|11|1|34|2706|0|0|1|0|0|0|0|0|1|0|149|85|0
40,0.11920268825554163,0.10517521104840621,0.09077376406357816,0.07826300634566763,0.05218912232040696,92163|0|0|25|817|183|797|106|163|20|0|5|11|5|2|0|0|1|1|0|0|3|11|1|45|2723|0|1|0|0|0|0|0|0|1|0|2066|2046|2
41,0.08139643550915425,0.084944233697669,0.06381840940570851,0.07151966800629113,0.06487129830118984,75315|0|1|14|459|15|171|142|23|31|2|5|4|12|2|0|0|0|0|0|0|3|11|0|66|2234|0|0|0|1|0|0|0|1|0|0|810|779|0
42,0.0525462256417268,0.035854822908722536,0.03090829900111281,0.03581457190166138,0.03221520142931216,30396|1|0|22|15|0|6|0|1|12|2|1|1|2|7|1|0|0|0|0|0|3|11|1|51|2219|0|1|0|0|0|0|0|0|0|1|22|10|1
43,0.11767870925627244,0.08908447138966737,0.07030123727385491,0.072768568589239,0.03480595704640582,70643|0|0|66|1218|107|304|23|143|33|1|5|8|4|6|0|0|0|0|0|0|3|11|1|36|2781|0|1|0|0|0|0|0|0|0|1|1795|1762|0
44,0.07999626619421805,0.04647974751390418,0.06558098951917724,0.04566219517946636,0.055364783936248496,44911|0|1|11|159|0|22|2|1|31|3|4|1|4|7|0|0|0|0|0|0|3|11|0|61|2630|0|0|0|1|0|0|0|1|0|0|184|153|0
45,0.14076811109069873,0.12022997015036768,0.0928564347958958,0.08555599949276717,0.0361280851933979,63342|0|1|48|918|21|118|13|10|21|3|8|3|5|6|0|1|0|0|0|0|3|11|0|59|2780|0|0|0|1|0|0|0|0|0|1|1080|1059|1
46,0.10230470344511369,0.06887146320775923,0.06649934562318449,0.06569524274554023,0.06447822622581921,71626|0|0|94|546|72|376|94|145|72|1|5|5|8|3|0|1|0|0|0|0|3|11|0|41|2764|0|1|0|0|0|0|0|1|0|0|1233|1161|1
47,0.08234356598380176,0.07781822917879055,0.06638362031145825,0.059100691217487886,0.02773931128793457,51267|1|1|37|183|2|64|7|2|12|4|3|3|5|4|0|0|0|0|0|0|3|11|0|42|2402|0|1|0|0|0|0|0|1|0|0|258|246|0
48,0.13198960619409297,0.10545905901094549,0.08317377504783253,0.06941240244424428,0.044205603843235394,62000|0|1|25|899|0|101|0|0|20|1|6|6|13|4|0|0|0|1|0|0|3|11|0|68|2467|0|0|1|0|0|0|0|0|0|1|1000|980|1
49,0.04177035470696966,0.03044150302904934,0.032753253010870786,0.028366471209126283,0.03308570225912977,24367|1|0|58|2|4|2|0|11|5|1|1|0|2|9|0|0|0|0|0|0|3|11|0|38|2625|0|0|1|0|0|0|1|0|0|0|19|14|0
50,0.07783085030771647,0.07202764155507628,0.06569548399161523,0.05394120034764798,0.05765269158920723,57113|1|1|45|182|4|33|0|2|42|6|4|1|5|7|0|0|0|0|0|0|3|11|0|42|2667|0|1|0|0|0|0|0|1|0|0|221|179|0
51,0.04373694180843827,0.025779669623925316,0.020719182774012482,0.01948570115900303,0.023121970022342092,34242|0|1|25|8|2|4|0|0|1|1|0|0|3|5|0|0|0|0|0|0|3|11|0|61|2257|0|1|0|0|0|0|0|0|1|0|14|13|0
52,0.04719668954441988,0.049409732473101445,0.045115660647878156,0.04062022825584682,0.03483902266053869,40706|2|1|37|59|0|11|4|2|5|4|3|0|4|7|0|0|0|0|0|0|3|11|0|52|2687|0|0|0|1|0|0|0|0|0|1|76|71|0
53,0.05168396014798569,0.06484721595359254,0.04660708569378392,0.049092546786609265,0.029208230874868634,23748|1|0|97|6|6|29|12|15|8|3|2|1|3|8|0|0|0|0|0|0|3|11|0|52|2744|1|0|0|0|0|0|0|0|1|0|68|60|0
54,0.13910974600151274,0.15576011862982353,0.09370744557433679,0.10228242852922935,0.08719833265769623,82800|0|0|23|1006|22|115|59|68|45|1|7|6|12|3|0|0|1|1|0|0|3|11|1|74|2741|0|0|1|0|0|0|0|0|0|1|1270|1225|2
55,0.040598066685493955,0.07188914305129808,0.05060020985516348,0.029211384280984357,0.03317567400036668,41967|1|1|66|23|4|10|0|2|15|1|1|0|3|4|0|0|0|0|0|0|3|11|0|39|2377|0|0|1|0|0|0|0|1|0|0|39|24|0
56,0.1200838064337765,0.08848422489359378,0.08644385444645121,0.07824885150730429,0.026842088707901158,51479|1|1|67|247|8|160|6|8|65|7|6|3|6|7|0|0|0|0|0|0|3|11|0|53|2707|0|1|0|0|0|0|0|1|0|0|429|364|0
57,0.09349824782981551,0.048991479208350286,0.08054589739303833,0.05968316962664106,0.04625115309152093,75922|0|0|60|265|138|553|224|23|92|1|4|4|9|1|0|0|0|0|0|0|3|11|0|52|2361|0|0|1|0|0|0|0|1|0|0|1203|1111|0
58,0.07777470784294094,0.0980718472433468,0.0569729532132762,0.05100175369238983,0.03742690519728208,28071|0|0|65|39|33|130|41|26|44|2|5|1|5|8|0|0|0|0|0|0|3|11|0|40|2828|0|0|1|0|0|0|0|1|0|0|269|225|0
59,0.1035478101789793,0.1109740936828132,0.0786296172431267,0.09054627638820906,0.061573356920628985,82427|0|0|35|482|147|509|104|107|107|1|3|5|12|1|0|0|1|0|0|0|3|11|0|54|2268|0|0|0|1|0|0|0|1|0|0|1349|1242|1
60,0.07585339194784563,0.07376353630835628,0.0638923873306248,0.06357034733257523,0.04354153095654045,77981|1|0|78|138|120|204|16|126|60|3|7|4|7|5|0|0|0|0|0|0|3|11|0|48|2558|0|1|0|0|0|0|0|1|0|0|604|544|0
61,0.11780427098948539,0.10319520125847878,0.04026498227625486,0.08057518008044633,0.062296961329943265,50334|0|1|24|284|16|160|84|16|134|6|7|4|6|6|0|0|0|0|0|0|3|11|0|48|2499|0|0|0|1|0|1|0|0|0|0|560|426|0
62,0.05792770711874728,0.05851817254763679,0.03405022844742923,0.034947772044723,0.02410733300545203,26091|1|1|84|15|10|19|8|17|20|3|2|1|3|5|0|0|0|0|0|0|3|11|0|63|2283|0|0|0|1|0|0|0|1|0|0|69|49|0
63,0.08978786206006831,0.07895051769142616,0.07572233277043919,0.04487398655558419,0.040005449642822655,70924|0|0|41|635|114|254|132|152|76|1|6|6|7|3|0|0|1|0|0|0|3|11|0|55|2242|0|1|0|0|0|1|0|0|0|0|1287|1211|1
64,0.04928558560689314,0.06067568924875257,0.04208987848299267,0.02723801453201663,0.031230943155899946,41154|0|1|98|44|2|11|2|3|7|1|1|0|4|5|0|0|0|0|0|0|3|11|0|42|2605|0|0|0|1|0|0|0|1|0|0|62|55|0
65,0.0675322571271263,0.09024224598532703,0.09984217070605503,0.04597792644731454,0.05458450025399064,42670|0|0|12|154|2|46|20|4|15|1|4|2|4|4|0|0|0|0|0|0|3|11|0|28|2587|0|0|0|1|0|0|0|0|1|0|226|211|0
66,0.1673782602983301,0.15616981507040267,0.16200001180469661,0.1455313820060276,0.06841532624716004,59462|0|1|29|724|17|143|0|8|196|2|9|2|12|7|0|0|0|0|0|0|3|11|0|70|2699|0|1|0|0|0|0|0|1|0|0|892|696|0
67,0.04844166160090645,0.03057186102131631,0.04625473213628286,0.031919983919322936,0.03646056246395242,26907|1|1|10|9|1|7|0|3|2|2|1|0|3|7|0|0|0|0|0|0|3|11|0|44|2472|0|0|0|1|0|1|0|0|0|0|20|18|0
68,0.05165777101289103,0.034034405243749566,0.05915165115423493,0.028120668155223336,0.03755638485423288,16860|1|1|19|10|4|4|3|3|14|3|1|1|3|7|0|0|0|0|0|0|3|11|0|59|2814|0|1|0|0|0|0|0|1|0|0|24|10|0
69,0.1399720137740949,0.0868245046824917,0.0756240382019421,0.061431178018404906,0.05144554565405424,59925|0|1|83|473|21|176|19|21|56|3|9|2|9|6|0|0|0|0|0|0|3|11|0|65|2735|0|0|0|1|0|0|0|1|0|0|710|654|0
70,0.12606383988852413,0.113696637384511,0.07294970593644969,0.08111825506058105,0.0517047362094792,68092|0|0|7|852|60|207|78|36|48|2|2|6|10|5|0|0|0|0|0|0|3|11|0|42|2354|0|0|1|0|0|0|0|0|1|0|1233|1185|0
71,0.13478584409860586,0.11832277746180059,0.07797137581780127,0.08771415555648439,0.0656991073053838,68743|0|0|81|1132|134|384|175|134|115|1|11|5|13|7|0|0|0|0|0|0|3|11|0|53|2827|1|0|0|0|0|0|0|1|0|0|1959|1844|0
72,0.1082642535480001,0.0935880968485594,0.10608428038559407,0.08360956539734012,0.05359385126501088,51195|1|1|46|230|14|156|82|24|58|8|9|2|5|8|0|0|0|0|0|0|3|11|0|58|2613|0|0|0|1|0|0|0|1|0|0|506|448|0
73,0.0817134333541908,0.07410453976531962,0.06938709146328574,0.06306300785308334,0.03818564851343169,44159|1|0|85|167|2|62|24|13|7|4|4|1|6|5|0|0|0|0|0|0|3|11|0|50|2171|0|1|0|0|0|0|0|0|1|0|268|261|0
74,0.05031269518842003,0.04729665686272567,0.06085067958656506,0.05917083727641835,0.031271416108266815,13724|1|0|43|2|7|5|2|15|27|1|2|0|2|9|1|0|0|0|0|0|3|11|0|32|2826|0|0|0|1|0|0|1|0|0|0|31|4|1
75,0.07848552012755267,0.10592139381999101,0.07546582202592281,0.0683486518535517,0.06946011936703167,50387|0|2|91|369|9|87|12|14|34|3|6|2|8|5|0|0|0|0|0|0|3|11|0|64|2461|0|1|0|0|0|0|0|1|0|0|491|457|0
76,0.11880136110268626,0.09962974021118949,0.056158113073829945,0.08023099151708234,0.07383972107607573,70666|0|0|29|398|40|367|119|122|30|1|7|4|4|4|0|0|0|0|0|0|3|11|0|72|2364|0|0|0|1|0|0|0|1|0|0|1046|1016|0
77,0.12895549015690408,0.12304232067993852,0.10031260976176617,0.07685895913557253,0.0654717081163155,50898|1|1|88|285|28|242|55|114|135|13|6|2|12|5|0|0|0|0|0|0|3|11|0|64|2696|0|0|0|1|0|0|0|0|1|0|724|589|0
78,0.073861645335052,0.04520728465744292,0.038190169629770135,0.06744692763366567,0.034388152289459795,49618|1|1|77|80|3|26|4|2|14|4|3|1|3|7|0|0|0|0|0|0|3|11|0|54|2678|0|0|0|1|0|0|0|0|1|0|115|101|0
79,0.10230583857053507,0.10476259914412155,0.09023862983823362,0.07932099380703704,0.06672875517875185,63998|0|0|42|176|29|818|0|33|112|1|7|6|11|4|0|0|0|0|0|0|3|11|1|68|2350|1|0|0|0|0|1|0|0|0|0|1056|944|0
80,0.048779292994760824,0.046904363207747025,0.03193366268727154,0.026499454007998233,0.0240961186250223,15038|1|0|93|4|8|11|19|12|26|2|2|1|2|9|0|0|0|0|0|0|3|11|0|33|2675|0|0|1|0|0|0|1|0|0|0|54|28|0
81,0.1343789477388752,0.0957587826995603,0.11555353076925012,0.0735159748888738,0.03564768069708732,41638|0|1|68|315|0|31|4|0|91|4|5|5|3|8|1|0|0|0|0|0|3|11|0|56|2660|1|0|0|0|0|0|0|1|0|0|350|259|1
82,0.05033585352791306,0.038200070629546064,0.03732360622165315,0.03270345723540416,0.02566768019743671,31590|1|0|40|6|2|15|6|6|3|1|1|0|3|8|0|0|0|0|0|0|3|11|0|48|2535|0|0|0|1|0|0|0|1|0|0|35|32|0
83,0.08674208310847042,0.047880604646319165,0.05323125840251231,0.022773338962593,0.02149848364534348,6835|0|1|76|107|2|12|2|2|12|0|0|0|1|20|0|0|0|0|0|0|3|11|0|63|2727|0|0|0|1|0|0|0|0|0|1|125|113|0
84,0.12416737630110126,0.1017461658169674,0.10654962612022839,0.09900150082985527,0.07629222577306934,55521|1|2|11|416|0|26|0|0|4|9|6|3|6|7|0|1|0|0|0|0|3|11|1|65|2409|0|0|1|0|0|0|0|0|0|1|442|438|1
85,0.09486701992542455,0.07582577773489804,0.08051813621019795,0.06651518723760783,0.09631247066502482,44051|1|1|20|79|7|58|6|3|18|4|3|1|4|6|0|0|0|0|0|0|3|11|1|47|2675|1|0|0|0|0|0|0|0|1|0|153|135|0
86,0.10158791281664574,0.0541864675751764,0.0601875139159437,0.049222436289787265,0.04570837651024111,52854|1|1|43|105|0|10|0|1|0|2|2|1|4|5|0|0|0|0|0|0|3|11|0|61|2256|0|1|0|0|0|0|0|0|0|1|116|116|0
87,0.10916338304142115,0.06330980905120992,0.05551006763605988,0.04938947810575669,0.041852757164199166,69520|0|0|95|627|120|414|121|80|93|1|9|6|5|5|0|0|0|0|0|0|3|11|0|37|2516|0|1|0|0|0|0|0|1|0|0|1362|1269|0
88,0.1505798742297481,0.11935727877907545,0.07094162032621948,0.0840467045082866,0.04824594699793861,83844|0|0|57|901|31|345|75|31|191|1|4|4|11|1|0|0|1|0|0|0|3|11|0|68|2572|0|0|0|1|0|0|0|1|0|0|1383|1192|1
89,0.1161755179976162,0.08874252617574785,0.08854382884890015,0.06909885637493912,0.04755563480119266,46086|0|1|34|244|8|32|7|2|50|4|3|1|8|4|0|0|0|0|0|0|3|11|0|64|2397|1|0|0|0|0|0|0|1|0|0|293|243|0
90,0.08259038546403355,0.08546679079210356,0.061296446840047855,0.06660793158461718,0.06336451308759865,56775|0|1|62|614|35|160|58|35|35|2|5|8|10|5|0|0|0|0|0|0|3|11|0|41|2702|0|1|0|0|0|0|0|1|0|0|902|867|0
91,0.09486179394855357,0.06588552467451533,0.0809117873044192,0.03560537104952119,0.02873869055610286,80124|0|0|47|483|84|398|205|84|241|1|3|7|8|1|1|0|0|0|0|0|3|11|0|57|2162|0|1|0|0|0|0|0|1|0|0|1254|1013|1
92,0.0606809401814339,0.09201157114198871,0.06413500437010505,0.08948835135428927,0.08835246314591587,36262|0|0|24|88|39|54|64|28|153|1|3|5|3|6|1|0|0|0|0|0|3|11|1|37|2441|0|1|0|0|0|0|0|0|1|0|273|120|1
93,0.19563424039571464,0.13051217155180012,0.11669000984102315,0.06399741380410741,0.044572958092140104,63564|0|0|0|769|80|252|15|34|65|1|10|10|7|6|1|0|0|0|0|0|3|11|1|66|2310|0|1|0|0|0|1|0|0|0|0|1150|1085|1
94,0.06321915465436592,0.055990053863701414,0.06050922630068656,0.06372257418554665,0.044162833256046995,41850|1|1|51|53|5|19|2|13|4|3|3|0|3|8|0|0|0|0|0|0|3|11|0|40|2711|0|1|0|0|0|0|0|1|0|0|92|88|0
95,0.09151593434628995,0.05032068691060935,0.050761013272507226,0.05227329828538831,0.042410587752704274,83715|0|0|2|318|8|407|150|35|8|1|2|8|13|0|0|0|0|0|0|0|3|11|0|58|2305|0|1|0|0|0|0|0|1|0|0|918|910|0
96,0.08630237906823976,0.07583599001469352,0.04490092713848558,0.04342450500848224,0.03841173566328362,72940|0|0|13|182|74|298|162|149|116|1|3|3|6|1|0|0|0|0|0|0|3|11|0|50|2534|0|1|0|0|0|0|0|1|0|0|865|749|0
97,0.10911360525032399,0.12463911494336344,0.09097235631089098,0.13076203709243614,0.11772174848284261,59292|0|1|71|378|14|68|19|14|14|2|3|5|8|3|0|0|0|0|0|0|3|11|0|70|2540|0|0|0|1|0|0|0|0|0|1|493|479|0
98,0.10249409040474537,0.11237635930918624,0.09712701513176371,0.059650279123128695,0.04553917708245994,46681|0|2|52|269|15|69|15|19|38|2|4|6|4|5|0|0|0|0|0|0|3|11|0|72|2423|0|0|0|1|0|0|0|0|0|1|387|349|0
99,0.08706683108454157,0.05273806935849528,0.05659214122022149,0.058704824426019125,0.04235260914695404,82504|0|0|2|362|50|431|134|35|54|1|3|6|7|1|0|0|0|0|0|0|3|11|0|60|2496|0|1|0|0|0|1|0|0|0|0|1012|958|0
