row_id,b0,b1,b2,b3,b4,raw_val
0,0.18761457554385177,0.1345003778004882,0.12298826531123912,0.1488060992491678,0.07991769596678429,-126.79|15518.5969|99756|-0.0010998858683853|0.952|-3.288|9|0.005|0.76|4.019|0.935|1|32|0
1,0.25465674052151305,0.18583892559923787,0.13742849352272962,0.1539422389844548,0.10901241074331727,-214.39|35226.1149|99543|-0.0015907829429327|0.92|-4.561|17|0.004|0.913|0.971|0.96|2|32|256
2,0.21258890560996455,0.25204219441278675,0.20463886791126398,0.1446959225757382,0.09578080912772223,-90.7|212.504|99398|-0.0009105374013828|0.94|-3.393|13|0.0|0.758|4.265|0.908|2|16|128
3,0.2085774002759242,0.25658916201105186,0.21594637112472378,0.19813057772668846,0.07551343688431693,-84.3|15.268|99257|-0.0008491711988367|0.953|-3.469|7|0.001|0.783|2.078|0.91|2|32|128
4,0.19283127755243146,0.2759577038866915,0.27918704255588717,0.1974080858525693,0.09917523173923537,-500.0|0.0|98800|-0.0050606775235068|0.926|-4.395|13|0.008|0.759|2.554|0.991|2|256|32
5,0.20682701004661191,0.26425891910802907,0.2206589182403618,0.2120802796550784,0.1228561634958298,-210.63|35957.3601|99370|-0.0015564365063195|0.967|-3.782|20|0.007|0.944|4.251|1.0|1|256|0
6,0.19021808618370117,0.19675812223212366,0.1669378410656172,0.18369685881365783,0.1368120446646164,-500.0|0.0|99569|-0.0050215928492517|0.934|-2.2|16|0.008|0.815|3.89|0.92|2|32|512
7,0.19937581899024176,0.1836409059154475,0.1810289828660532,0.17751392227744117,0.12349833804300439,-464.39|11412.6489|99317|-0.0041938704831341|0.952|-2.498|16|0.005|0.654|4.814|0.956|1|512|0
8,0.1921390792784656,0.14338053406449988,0.13553680305608273,0.1255788874551925,0.10570046294053484,-470.42|7874.7876|99667|-0.0043742589391461|0.942|-4.932|8|0.008|0.535|0.824|0.93|2|32|16
9,0.22127364013417597,0.24015572871996824,0.196065101928036,0.1607070411280971,0.05952471047602337,-123.42|15767.1556|99517|-0.0010705628088686|0.936|-3.959|15|0.007|0.82|3.182|0.909|1|512|0
10,0.21694442226483715,0.17927608983222382,0.19335568397689298,0.18837778815759465,0.10906815997253205,-500.0|0.0|100000|-0.0049999500005|0.912|-2.048|6|0.0|0.699|4.508|0.971|2|16|512
11,0.20701364556876203,0.1718301191337829,0.15440795896732887,0.15009557259609532,0.05054323749262083,-150.91|20523.1089|99306|-0.0012593662927064|0.912|-4.63|17|0.006|0.57|3.507|0.935|2|512|128
12,0.21024021590209618,0.2536309060075425,0.22511536570502383,0.16462382194888867,0.08558718390911237,-500.0|0.0|99300|-0.005035196020181|0.968|-4.328|18|0.009|0.817|1.789|0.968|2|512|32
13,0.22555169618367965,0.2668983479044465,0.2302807270689217,0.2094021985875369,0.14793657514885386,-84.39|39.0569|99519|-0.000847637599508|0.98|-4.173|11|0.009|0.795|4.774|0.958|2|128|512
14,0.20928889574971019,0.23538577065952335,0.17627707756422392,0.1907034067016547,0.1089738053063344,-298.6|26740.036|99678|-0.0023619860540623|0.913|-2.725|10|0.007|0.762|3.983|0.98|1|512|0
15,0.2138763153794489,0.20807513457055948,0.19564612921501712,0.1509286997286465,0.13249748706842684,-123.49|15773.1789|99690|-0.0010695091861082|0.928|-4.242|11|0.006|0.518|4.065|0.931|2|16|256
16,0.24978810270626284,0.19028127951696594,0.19360318016764463,0.1706450507258797,0.15066413993749223,-185.97|29379.0941|99204|-0.0014462908597028|0.902|-4.69|9|0.006|0.829|2.205|0.957|2|32|128
17,0.20588195351596802,0.1396688692913988,0.14501937459746828,0.10350489274044175,0.11557707128073894,-207.41|36718.0689|99426|-0.0015234484926688|0.935|-4.353|17|0.009|0.505|2.871|0.907|1|512|0
18,0.1905501010370845,0.19126385275719177,0.18826935038880624,0.15487404594960688,0.1641940057350741,-500.0|0.0|98384|-0.0050820755196422|0.976|-3.84|10|0.009|0.503|2.255|0.98|1|16|0
19,0.17234349196990895,0.23285588937481644,0.17996220641793426,0.16835765761846697,0.09571925767309825,-276.22|37126.9816|99402|-0.0020231453689729|0.933|-2.411|16|0.01|0.55|3.026|0.996|1|64|0
20,0.18617206480145368,0.16394003285268452,0.12942856057041827,0.1870688001834367,0.08008749668242769,-127.25|15457.9285|99306|-0.0011087882131168|0.973|-2.53|16|0.001|0.716|1.019|0.902|1|16|0
21,0.17984570700944202,0.16301334331367176,0.09689739136781104,0.1451383437522975,0.03556876955609063,-500.0|0.0|99381|-0.0050310921494838|0.995|-4.684|17|0.007|0.952|1.754|0.944|1|32|0
22,0.20245573068640904,0.257942417221587,0.20795534051910047,0.21287533778954393,0.16853222184322827,-257.18|25551.8996|98566|-0.0020720454405317|0.947|-4.12|10|0.008|0.638|3.012|0.969|2|128|32
23,0.21446550690993416,0.2856963294427632,0.2233131943528275,0.17979288015764483,0.1128429380065533,-432.41|18674.1449|99821|-0.0036491482517419|0.929|-3.873|9|0.002|0.667|4.053|0.972|2|256|16
24,0.18646202157763708,0.20952226392367046,0.15907421994250476,0.16220424190102053,0.1306659954038705,-116.52|10089.1516|99562|-0.0010626330473208|0.961|-3.124|15|0.003|0.663|4.417|0.919|1|32|0
25,0.19315746716998822,0.28526592091779607,0.2271533715997912,0.22339470716793147,0.14558978680993528,-83.09|23.5689|99691|-0.0008332700792523|0.986|-3.569|13|0.001|0.959|4.622|0.909|2|512|512
26,0.2292787361669198,0.2347035411314841,0.19519553705917095,0.13907967187864648,0.11538960783107557,-437.5|15718.312|99540|-0.0037957887515413|0.932|-4.437|18|0.002|0.844|2.72|0.966|1|256|0
27,0.18830960548065043,0.15720223077402862,0.17516544526474215,0.15698711210268285,0.16883896627356845,-92.06|706.9024|99648|-0.0009173351820709|0.997|-2.957|19|0.005|0.99|4.895|0.957|1|512|0
28,0.2064746361495421,0.2384941999648326,0.17573662230431347,0.14729621575152752,0.08495012239250813,-309.22|38914.6556|98926|-0.0022432986505713|0.97|-4.314|16|0.004|0.68|2.304|0.977|2|16|128
29,0.2262781118558627,0.19182770215405376,0.13859867996263142,0.1464495348543223,0.1022596093368977,-500.0|0.0|100000|-0.0049999500005|0.923|-2.092|9|0.008|0.88|2.091|0.959|2|16|256
