row_id,b0,b1,b2,b3,b4,raw_val
0,0.4518298715306277,0.09417970688384171,0.08318529418171386,0.07756814455096141,0.05753399348021034,0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|10.0|10.0|32.0|25.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|10.0|564.0
1,0.49514194865009536,0.1211951064726705,0.09051085374002306,0.07990273992003626,0.05834214135175929,0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|4.0|20.0|75.0|20.0|40.0|20.0|90.0|2.0|4096.0|8.0|1024.0|10.0|563.5
2,0.5478823212219172,0.10699034336145292,0.07370116904251321,0.07986697227549527,0.06848991398977898,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|11.0|5.0|32.0|55.0|75.0|2.0|22.0|10.0|25.0|55.0|1.0|10.0|20.0|70.0|30.0|40.0|30.0|80.0|2.0|2432.0|10.0|1024.0|15.0|529.5
3,0.4701702496239123,0.11456108235256152,0.07049406610870704,0.0774578949581365,0.05741383731755986,1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|50.0|20.0|70.0|2.0|4096.0|8.0|256.0|10.0|491.0
4,0.4982950067760623,0.10520383675683882,0.09458799100505474,0.07630597444015914,0.06015857318776092,0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|10.0|40.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|10.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|10.0|567.5
5,0.47977600342184323,0.10588389961153147,0.06442050016255993,0.07764750350726997,0.05750706457793207,1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|12.0|15.0|4.0|45.0|90.0|2.0|10.0|4.0|60.0|90.0|4.0|13.0|25.0|85.0|25.0|35.0|25.0|75.0|4.0|4844.0|10.0|2048.0|9.0|591.0
6,0.4655009968865443,0.1139370066656235,0.07768318485644618,0.08892918634544862,0.06143396474116729,0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|17.0|25.0|27.0|30.0|85.0|3.0|24.0|1.0|55.0|55.0|1.0|4.0|30.0|85.0|15.0|20.0|55.0|85.0|2.0|3031.0|13.0|256.0|22.0|520.0
7,0.48479402023469587,0.09861922625406563,0.07676869396010912,0.07957039941986448,0.05470302365552174,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|10.0|4.0|50.0|80.0|16.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|2048.0|10.0|829.0
8,0.48833788128571926,0.10536279836358622,0.06382108788255224,0.08257861452549028,0.06324292358398506,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|10.0|50.0|80.0|3.0|4.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|10.0|850.5
9,0.4801303592136948,0.11554905881784325,0.07116179002942084,0.07726581465942291,0.05760248082496249,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|10.0|75.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|10.0|485.5
10,0.475375653105711,0.1051815053952173,0.06332349252461252,0.07915036096462852,0.05903819404409777,0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|16.0|30.0|13.0|75.0|65.0|14.0|25.0|8.0|30.0|90.0|3.0|7.0|40.0|60.0|30.0|15.0|45.0|75.0|4.0|2181.0|15.0|1024.0|15.0|627.0
11,0.4860428061838908,0.09848310069303293,0.07289912295371008,0.08100122700441872,0.059421870978262785,0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|17.0|30.0|4.0|50.0|60.0|11.0|16.0|7.0|75.0|90.0|10.0|22.0|35.0|60.0|15.0|45.0|90.0|75.0|4.0|4558.0|11.0|256.0|20.0|683.0
12,0.49756793919271175,0.10777305272353666,0.07198597823260498,0.07993927701060746,0.05888594156086317,0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|10.0|10.0|4.0|50.0|90.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|25.0|816.0
13,0.5319786369075334,0.20022439381585558,0.11147783475457658,0.09742900495912957,0.05662346157951886,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|20.0|5.0|1.0|50.0|55.0|9.0|15.0|1.0|75.0|90.0|1.0|17.0|10.0|70.0|30.0|50.0|50.0|90.0|32.0|8192.0|9.0|1024.0|25.0|3880.0
14,0.4957833971893941,0.1230264798100862,0.07143626706909759,0.08076833261281355,0.057265227637992556,0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|7.0|25.0|13.0|50.0|65.0|4.0|21.0|6.0|55.0|55.0|10.0|6.0|35.0|85.0|45.0|35.0|65.0|55.0|2.0|3467.0|15.0|256.0|15.0|2383.5
15,0.4789777491617147,0.12286835158619197,0.0724041929177538,0.10643029029738209,0.06704720267965131,0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|10.0|20.0|90.0|2.0|4096.0|8.0|1024.0|10.0|558.0
16,0.9080916619545936,0.5306640695045379,0.24058493287451171,0.09647194348765925,0.05527957191167293,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|35.0|25.0|75.0|85.0|2.0|1.0|1.0|35.0|85.0|10.0|10.0|20.0|80.0|30.0|30.0|10.0|60.0|2.0|4352.0|14.0|256.0|25.0|4539.0
17,0.4300849995193269,0.28222736621075795,0.23765233531116028,0.08305790932006324,0.05992028810972244,1.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|14.0|35.0|31.0|35.0|80.0|9.0|5.0|8.0|25.0|65.0|4.0|30.0|20.0|90.0|15.0|45.0|85.0|75.0|4.0|7687.0|2.0|1024.0|11.0|2721.5
18,0.46422226278317763,0.10314369397072694,0.08992028410750734,0.09131621092943851,0.053456632523744586,0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|10.0|10.0|1.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|1.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|2.0|4096.0|8.0|1024.0|10.0|560.5
19,0.4362086304080526,0.09335456013032599,0.06336678375880066,0.08109926446815846,0.05893655118031272,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|16.0|5.0|9.0|25.0|75.0|6.0|15.0|5.0|45.0|75.0|10.0|4.0|20.0|80.0|40.0|50.0|50.0|90.0|4.0|512.0|16.0|256.0|25.0|634.0
20,0.46590859234784154,0.11257767730157361,0.07371733257780398,0.08141887045086564,0.057568432433571376,0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|25.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|10.0|70.0|2.0|4096.0|8.0|1024.0|10.0|487.0
21,0.47329039131696893,0.10732404145847775,0.06435177129858524,0.07764750350726998,0.05750706457793207,1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|12.0|10.0|5.0|45.0|90.0|2.0|10.0|4.0|60.0|90.0|3.0|13.0|25.0|85.0|25.0|50.0|20.0|75.0|4.0|4844.0|10.0|2048.0|12.0|599.0
22,0.47135259860934153,0.09623181983387082,0.08411644205919629,0.0944041617936382,0.059696475083090006,0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|10.0|10.0|70.0|2.0|4096.0|8.0|1024.0|10.0|555.0
23,0.4889265063501495,0.20211676459296618,0.12185833107828417,0.07820768263602307,0.05737125982230242,1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|10.0|4.0|50.0|80.0|2.0|8.0|3.0|50.0|80.0|3.0|15.0|20.0|75.0|20.0|40.0|20.0|70.0|1.0|4096.0|8.0|1024.0|10.0|422.5
