row_id,b0,b1,b2,b3,b4,raw_val
0,0.41404337116473655,0.13697025399322701,0.029252561561759982,0.003984945916606361,0.0,0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.333|0.048|763.726
1,0.3593600414858915,0.1930656999425717,0.1098434480208007,0.10347106424633996,0.06226638110734372,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.333|0.833|0.048|361.425
2,0.23389534910643275,0.21164808742337904,0.08842339924801014,0.16955838623639,0.09462808074943656,0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.167|0.667|0.238|228.632
3,0.37171461526752236,0.1667191349549786,0.10525804139377483,0.07393640179708877,0.043224042858038735,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|395.285
4,0.3637970324600619,0.1411240387363681,0.12687977706639778,0.13594930755275117,0.07163040935677198,0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.667|0.333|0.048|243.096
5,0.35325701038109486,0.1717193627483942,0.09262629917929065,0.10256041594628088,0.09997369487146866,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.5|0.333|1.0|338.499
6,0.14928406871847663,0.0962004531566692,0.05227850156360153,0.033973482367206154,0.006596539694063442,0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.833|0.833|0.048|3576.62
7,0.32055262550099195,0.13922371661921618,0.10754486829955613,0.11382808135687908,0.09826011192251148,0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5|0.0|0.0|150.976
8,0.31510275402840043,0.17555415273152972,0.11213939906086028,0.15082473433994825,0.12080636897109594,0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.667|0.5|0.048|300.48
9,0.3124940011032162,0.13937505600602873,0.052147319441120624,0.003984945916606349,0.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.048|218.062
10,0.28530424367539264,0.1569904804754532,0.11767694701199918,0.09249918470350121,0.06285627268446306,0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.833|0.5|0.238|352.216
11,0.2925858137855539,0.21834813538148606,0.11519477310061747,0.024420582105384676,0.02200693794145721,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.833|1.0|321.203
12,0.6202319491209034,0.25765353331286006,0.0720198958447421,0.003984945916606357,0.0,1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.167|0.0|0.0|100.795
13,0.2945817057136375,0.18556326806417117,0.184331639471785,0.13582304569716377,0.03352408538569893,0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|2249.17
14,0.32358711460439243,0.23191195922732977,0.12038308715649089,0.03771171087742492,0.022176742791654408,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.667|0.0|0.238|260.351
