row_id,b0,b1,b2,b3,b4,raw_val
28,0.394090654497416,0.04649085242551198,0.018134542717233314,0.008944620944380127,0.007740824631549933,0|1|0|1|1|0|0|1|1|0|1|0|1|1|1|1|0|15.3628|477.2|13.172787
29,0.5271989052229272,0.2236036260082479,0.010243155324979334,0.0010796016343107536,0.0006134376449705716,0|0|0|0|1|1|0|0|1|1|0|0|0|1|0|1|1|6.6476|249.4|2.250374
30,0.4145191603295161,0.034713647884143065,0.013514798672602463,0.005971074132006365,0.003415487706189102,0|1|0|1|1|1|0|0|1|0|1|1|0|0|0|1|1|15.1188|520.2|14.087148
31,0.302555016584137,0.18265120942626956,0.1686997662177231,0.18195765249598506,0.3038285147443827,1|1|1|0|1|1|0|0|1|0|1|0|1|0|0|1|0|7.4322|262.2|4.175325
32,0.8636148823965469,0.18677122255722417,0.011228460723257817,0.0011626879463476488,0.0006859167395685976,0|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|6.6386|248.6|2.042798
33,0.276974511711627,0.03667853690172488,0.03010519201876923,0.010355619978840606,0.003077026080439249,0|0|0|0|1|0|1|0|1|0|1|1|0|1|1|1|0|7.145|263|3.950611
34,0.22060481234281024,0.06972590911792363,0.06189831807746128,0.053936773952841396,0.006880554378039821,0|1|1|0|1|0|1|0|1|0|1|1|0|0|0|1|1|7.1674|265|4.192597
35,0.5143743731426413,0.26822182631871067,0.011228460723257817,0.0011626879463476488,0.0006859167395685976,0|1|1|0|1|0|0|1|1|1|0|0|0|1|0|1|0|6.7028|250|2.078869
36,0.31486316705893863,0.03744391024004592,0.0541494735935628,0.018046309440925272,0.015652253773351832,1|1|1|0|1|0|0|1|1|0|1|0|0|1|0|1|1|7.4422|264|4.188514
37,0.3101617716459017,0.1155651253567064,0.06437362442040133,0.04244942015697492,0.04795718790095125,0|1|1|0|1|1|0|0|1|0|1|1|0|1|0|0|1|7.3932|264.4|4.253588
38,0.4296361119194204,0.01416925977768479,0.010846770580056722,0.0011222870516434133,0.0006548451847324401,1|1|0|1|1|0|1|0|1|1|0|0|0|1|1|0|0|8.9162|320.4|7.199478
39,0.37857872202470005,0.07950556697015611,0.04463953548583595,0.017423028846025274,0.011893827814768646,1|0|0|0|1|1|0|0|1|0|1|0|0|1|0|0|1|7.1162|263.4|4.015538
40,0.35735290547682624,0.11002139456734737,0.09409610876849639,0.09333966467184523,0.09580243917723766,0|0|0|0|1|1|0|0|1|0|1|1|0|0|0|0|1|7.9944|264.4|4.099047
41,0.29947436681244993,0.029400804160357157,0.01941656528221455,0.007658838419360215,0.004546187370970117,0|0|0|0|1|0|0|1|1|0|1|0|0|0|0|1|0|7.0528|262.6|4.0782
42,0.3801110089780527,0.046782852658118386,0.010846770580056722,0.0011222870516434133,0.0006548451847324401,0|1|0|1|1|0|1|0|1|1|0|0|0|1|0|1|0|9.1014|321.2|7.226081
43,0.4209923206595017,0.04649085242551198,0.0171825481229172,0.012062504032856617,0.009034663216669951,0|1|0|1|1|0|0|1|1|0|1|0|1|0|0|1|0|15.3106|477.2|13.148737
44,0.3557881864730782,0.061209490515186364,0.03345559570241793,0.028345038248749482,0.014798806902971065,1|0|0|0|1|0|0|1|1|0|1|0|0|0|0|1|1|7.0978|263.8|4.0782
45,0.24837195368083592,0.12370028787659781,0.14722795942127687,0.10203206021849483,0.03318981648732596,1|1|1|0|1|0|1|0|1|0|1|0|0|1|0|0|0|7.4502|262.8|4.137661
46,0.3775092590221988,0.10887590057323975,0.10449073828347069,0.09719577743113568,0.09582026989140231,1|0|0|0|1|1|0|0|1|0|1|1|0|0|0|0|1|7.9546|264.6|4.092341
47,0.30399635845095047,0.0597184532163089,0.06210348318655184,0.045609923846633794,0.02733467001303545,0|1|1|0|1|0|0|1|1|0|1|1|0|1|0|1|1|7.2184|265.4|4.305242
48,0.31516492513648114,0.023772280879718066,0.013874085389679791,0.013865650134014815,0.01873248393003605,1|1|0|1|1|1|0|0|1|0|1|1|0|1|1|0|0|15.381|517.2|14.114884
49,0.34450249583783926,0.0729837531320678,0.0898447266282241,0.0764138443691113,0.06100099306866698,1|0|0|0|1|0|0|1|1|0|1|1|0|1|0|0|1|7.9802|265.2|4.095385
50,0.3717849181203902,0.15791600575922526,0.07234645179417759,0.05881271163268502,0.0179935036629124,0|0|0|0|1|1|0|0|1|0|1|0|1|1|1|0|1|7.1314|263.4|4.024053
51,0.2616482203874676,0.09163441420101819,0.0905410154512567,0.12981139008756654,0.06094594021214,1|1|1|0|1|0|1|0|1|0|1|0|1|1|1|1|0|7.444|262.6|4.060712
52,0.3644779063061132,0.029192334141488682,0.011291917448329799,0.01630343177275688,0.01047028094781864,1|1|0|1|1|1|0|0|1|0|1|1|0|0|0|0|1|16.743|519|14.148283
53,0.24994945329375676,0.025537199800345224,0.03794615402189401,0.014362889140945741,0.005571944922091387,0|0|0|0|1|0|1|0|1|0|1|0|1|0|0|1|1|7.1012|263|3.988609
54,0.3764656025988913,0.10737646497628757,0.0984547299171706,0.09056637029190255,0.09132791288750738,1|0|0|0|1|1|0|0|1|0|1|1|0|1|0|0|1|7.954|264.2|4.121288
55,0.34807317071505556,0.07868398260476105,0.07640911248983336,0.05196314525377654,0.028951259667206786,0|0|0|0|1|0|0|1|1|0|1|0|1|1|1|0|1|7.1848|263.4|4.067384
56,0.4184361528525034,0.046765707034292496,0.010846770580056722,0.0011222870516434133,0.0006548451847324401,1|1|0|1|1|0|1|0|1|1|0|0|0|1|1|1|0|8.8028|320.8|7.186363
57,0.37346425407166944,0.04304222536484136,0.024592883347621063,0.014146437093507897,0.006277967078047051,0|1|0|1|1|0|0|1|1|0|1|1|0|1|0|0|0|14.1288|482|13.229558
58,0.39571013472475325,0.09181408884778469,0.03039621987038619,0.0008051467048942814,0.0004440537412380434,0|1|1|0|1|0|1|0|1|1|0|0|0|0|0|1|1|6.7294|251.4|2.334801
59,0.4788633701056994,0.09589395244779354,0.017758374889700924,0.0008187804419626996,0.00045724348870078896,0|1|1|0|1|0|0|1|1|1|0|0|0|1|1|0|1|6.749|251.6|2.256508
60,0.5496909132873696,0.2635349627090534,0.011228460723257817,0.0011626879463476488,0.0006859167395685976,0|1|1|0|1|0|0|1|1|1|0|0|0|0|0|1|0|6.6504|250|2.06869
61,0.3273745317979959,0.03819080006511105,0.024280641475589292,0.012503267341439877,0.007433781156195402,0|1|0|1|1|0|0|1|1|0|1|0|0|1|1|0|1|14.28|479.4|13.160685
62,0.30583701336260993,0.06155967750452121,0.06300983483831564,0.051130408482939135,0.027258768690795264,0|1|1|0|1|0|0|1|1|0|1|1|0|0|0|1|1|7.1482|265|4.340651
63,0.3782368704195884,0.129934383501774,0.012592773339919849,0.0035122500891453896,0.0018026290121903878,1|1|0|1|1|1|0|0|1|1|0|0|0|0|0|1|1|8.7396|322|7.312773
64,0.37418203018359164,0.03365714257224209,0.01633514041315086,0.008127672589313652,0.005603595346426623,0|1|0|1|1|0|1|0|1|0|1|0|1|1|0|1|1|15.36|511.4|13.958738
65,0.34927751522488115,0.024527759574976393,0.013118674408759684,0.013355325361390818,0.006569270663475042,1|1|0|1|1|1|0|0|1|0|1|0|0|0|0|0|0|15.3244|509.8|14.016871
66,0.6877377854508107,0.2161686034010228,0.033406064368154506,0.0038403496740213173,0.002368231026961691,1|0|0|0|1|0|0|1|1|1|0|0|0|1|1|1|0|6.6464|249.8|2.112271
67,0.37753840303502956,0.024527759574976393,0.013173331839552282,0.014573467764474416,0.004916472017211391,0|1|0|1|1|1|0|0|1|0|1|0|0|0|0|0|0|14.7006|511.8|13.930316
68,0.3554395251845448,0.02951019401873835,0.017622272818500255,0.010284354023957434,0.0046759964215009435,1|1|0|1|1|0|1|0|1|0|1|0|1|0|0|1|0|15.3412|509.6|13.987414
69,0.5321514359225447,0.21496244834560577,0.0525520599939144,0.009735455456156476,0.003812912296437612,1|0|0|0|1|0|1|0|1|1|0|0|0|1|0|0|0|6.687|249.8|2.135877
70,0.2619406148808443,0.15801595019600848,0.1834055527491127,0.06438225874686315,0.11671146222098322,0|0|0|0|1|0|1|0|1|0|1|0|1|1|0|0|0|7.0926|262.4|3.85414
71,0.2670187287452748,0.09592950360379626,0.08651773398296222,0.03326195451887972,0.016690581734674737,0|1|1|0|1|0|0|1|1|0|1|0|1|1|1|1|0|8.1792|262.8|4.049157
72,0.3751873629159231,0.1537417165001156,0.12687147007388766,0.19147072625309688,0.07320488431711314,1|0|0|0|1|1|0|0|1|0|1|0|1|0|0|0|0|7.5972|264.8|3.895303
73,0.3830366235254112,0.03107111983028929,0.01754983779269002,0.004357602026304374,0.0036920219153576315,0|1|0|1|1|0|1|0|1|0|1|1|0|0|0|1|0|15.0508|518.2|14.016177
74,0.35316914702979635,0.038305559177633265,0.024704225720632158,0.01592542785741215,0.009597605813798966,1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|0|1|15.5712|483.8|13.305011
75,0.8395970280406562,0.2974121928289539,0.011228460723257817,0.0011626879463476488,0.0006859167395685976,0|1|1|0|1|0|0|1|1|1|0|0|0|1|0|0|0|6.6662|250.6|2.037751
76,0.41227283356573685,0.03299305009407187,0.01424312310576505,0.006019857193875065,0.002574931528697129,1|1|0|1|1|1|0|0|1|0|1|0|1|0|0|1|1|14.8992|510.8|13.968401
77,0.4209923206595017,0.04458620064428536,0.017105780848011416,0.01058590586324204,0.006838726257562072,0|1|0|1|1|0|0|1|1|0|1|0|0|0|0|1|0|13.5748|478.4|13.165391
78,0.5803122483796564,0.17513142551569888,0.013094361071203632,0.0014285436386965635,0.0008308422612487568,0|0|0|0|1|1|0|0|1|1|0|0|0|1|1|0|1|6.7152|249.4|2.270091
79,0.38183363208487586,0.06012579753495842,0.010757051196028829,0.0010464677179856624,0.00069015076670202,0|1|0|1|1|0|1|0|1|1|0|0|0|1|0|1|1|9.8|321.8|7.338948
80,0.3598926767434445,0.13943154880601796,0.19033475838396313,0.23591608219707416,0.19045120440258606,0|0|0|0|1|1|0|0|1|0|1|1|0|1|1|0|0|7.2992|262.8|3.988385
81,0.3973423035391831,0.030811055530449282,0.01622297026520877,0.007572101939685393,0.005211558835304607,0|1|0|1|1|1|0|0|1|0|1|1|0|1|1|1|0|14.768|517.6|14.063372
82,0.3515320090380479,0.023748082724461453,0.012428331377647255,0.016496442435172346,0.01873248393003605,1|1|0|1|1|1|0|0|1|0|1|1|0|1|0|0|0|16.6038|516.4|14.077994
83,0.24289593134144705,0.12841615121942462,0.07731340636617574,0.04781089990301204,0.020226198586126985,0|1|1|0|1|0|1|0|1|0|1|1|0|1|0|0|0|7.3526|262.8|4.072767
84,0.3059364791789095,0.08023069596297343,0.08037396713927968,0.04474988126712865,0.02448662034084046,0|1|1|0|1|1|0|0|1|0|1|0|0|1|0|1|1|7.1716|264|4.292919
85,0.23641604380282302,0.11021306119561412,0.07862114415623822,0.01949338250531279,0.03454125510901244,0|1|1|0|1|0|1|0|1|0|1|0|0|0|0|0|1|7.159|264.2|4.221184
86,0.3912988518408811,0.14076581280289516,0.14248749192562674,0.04334398011332153,0.03435110633435619,1|0|0|0|1|1|0|0|1|0|1|0|1|1|1|1|1|7.154|263.6|4.008093
87,0.3041490958886144,0.030565505381603245,0.029834799229433592,0.026325716537491686,0.008276462394315945,1|0|0|0|1|0|0|1|1|0|1|0|0|1|1|1|0|7.319|262|3.918161
88,0.36334233150589335,0.16258495556996944,0.0438915234377907,0.029148933892515338,0.022348664165177303,0|0|0|0|1|1|0|0|1|0|1|0|1|0|0|0|1|7.3904|262.6|4.00761
89,0.3463659693464332,0.20170764417333265,0.2166007996800476,0.23526456066181858,0.241992552551923,1|1|1|0|1|1|0|0|1|0|1|0|1|1|0|0|1|7.4282|263.2|4.204279
90,0.3403084159493242,0.04284691740760114,0.023799455016884546,0.014893409882633194,0.005426743279090281,1|1|0|1|1|0|0|1|1|0|1|0|0|1|0|0|0|14.2926|476.8|13.166006
91,0.2941210024913662,0.03256163580758611,0.014668082990407618,0.012030921746893675,0.009691986044632324,0|0|0|0|1|0|0|1|1|0|1|0|1|1|0|1|0|7.0862|262|3.899672
92,0.26047466564472394,0.14225053344012206,0.10769861522799429,0.07886436538306972,0.06256477716368833,0|0|0|0|1|0|1|0|1|0|1|1|0|0|0|0|1|7.9504|264.6|4.091696
93,0.30248347777571294,0.036097349978582556,0.035725232629335954,0.02348245743883751,0.0063324182154982775,1|0|0|0|1|0|0|1|1|0|1|0|1|1|1|1|0|7.3226|262.4|3.868127
94,0.3015419257755489,0.046033602791545704,0.07336447558997418,0.05470865950199171,0.04171815232020541,1|1|1|0|1|0|0|1|1|0|1|1|0|1|0|0|1|8.0338|265.4|4.292425
95,0.31919810821533656,0.029699763138274254,0.014199362560221196,0.01302851399090639,0.017237756793127553,0|1|0|1|1|0|1|0|1|0|1|1|0|0|0|0|1|16.6334|519.2|14.132034
96,0.2823340827312625,0.027784029258965642,0.01679867518639129,0.008947925577791544,0.006392577855478649,0|1|0|1|1|0|1|0|1|0|1|0|1|1|1|0|1|15.2812|511.4|13.96135
97,0.5241533175205829,0.11532758732616902,0.010243155324979334,0.0010796016343107536,0.0006134376449705716,0|0|0|0|1|0|0|1|1|1|0|0|0|1|0|1|1|6.6656|249.4|2.164988
98,0.38678621421807663,0.29778281106985616,0.01239959851282462,0.0013142464005126001,0.0007713961961207222,0|0|0|0|1|0|1|0|1|1|0|0|0|1|1|1|0|6.6232|248.4|2.053942
99,0.5211706366974498,0.21496244834560577,0.0525520599939144,0.009735455456156476,0.003812912296437612,1|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|6.9144|249.8|2.160142
