row_id,b0,b1,b2,b3,b4,raw_val
0,0.007827498762309771,0.0062768094210210856,0.005922229358576025,0.004605596465078148,0.0040818730385269765,1|0|1|1|1|0|0|0|0|1|1|40|1024|2|9185.4
1,0.004618754547478836,0.0029605058352783053,0.0018663450417650308,0.002716448136530176,0.002125610484521206,1|0|1|1|1|0|1|0|0|0|1|30|1024|8|103233.8
2,0.25121163923966877,0.2495170996977247,0.005621559285062024,0.004479785477960969,0.002234504769528842,1|0|0|1|1|0|0|1|0|0|0|10|4096|6|11701
3,0.013896643376358314,0.0035938800893832537,0.0029807957895424666,0.0026688136903645562,0.0024881138419700116,1|1|0|1|1|0|0|1|0|0|0|40|256|8|38121.8
4,0.11043751205351245,0.004424976500379947,0.0018330537255553737,0.0025954644695480858,0.002090357984334994,1|0|0|0|1|0|0|0|1|0|0|100|256|8|38642.2
5,0.004832735239497258,0.002985213679216892,0.001975470689131379,0.0026264761417439976,0.0022449918233822396,1|0|1|1|1|0|0|0|1|0|1|100|64|2|35768.2
6,0.005348482497513002,0.003923101231579527,0.0024873087314106583,0.0028472850170068566,0.002616252012050713,1|0|0|0|1|0|0|1|0|0|1|40|128|10|48558.2
7,0.008637464793865878,0.01242671807078098,0.009398175011198577,0.007172211527148477,0.008533286306468463,1|1|0|0|1|0|0|1|0|0|0|60|2048|6|10588.4
8,0.010926404976898306,0.0028748394597726845,0.0024558519347469563,0.0033592527993273977,0.0027234696517217175,1|1|0|0|1|1|0|0|0|0|0|90|1024|8|100885.8
9,0.004455344023710362,0.0037950064403363872,0.0018470351269431026,0.002513177610404861,0.0021801926104568314,1|0|0|0|1|0|1|0|0|0|0|50|4|6|72595
10,0.007696104108632138,0.015837112278092258,0.0064205158608288335,0.007093125900419759,0.007331974700884713,1|1|1|0|1|0|0|1|0|0|1|20|1|0|14367.4
11,0.0050576107892311905,0.003019630021247285,0.0031204240011096936,0.003376533348661393,0.002904296581914556,1|0|0|0|1|0|0|0|0|1|1|0|256|8|122127.4
12,0.047835736169844115,0.053282815180828676,0.0036902902287140487,0.004248584947053679,0.002386835901928355,1|0|0|0|1|1|0|0|0|0|1|40|2048|4|11864.4
13,0.004597062820805829,0.002918126707655938,0.002505391222763114,0.0036068441101473237,0.0022668837006682213,1|1|0|0|1|0|0|0|0|1|0|50|4096|10|301679.4
14,0.004483422104338229,0.002599628438485198,0.001916933572970218,0.0026253746162003258,0.0021209603926186176,1|0|0|1|1|0|0|0|1|0|0|70|16|8|125281
15,0.19375544992281574,0.01119652673837077,0.0033538972153059937,0.005832280178019965,0.003990007618132702,1|1|0|0|1|0|0|1|0|0|1|100|1|6|18250.6
16,0.01677674477573135,0.002899205353796856,0.0023233621886649294,0.0028289405424525077,0.0021801926104568115,1|0|1|1|1|0|1|0|0|0|1|70|1|4|15197.2
17,0.004860352976393639,0.0030528890334053115,0.0018838780698660273,0.0026497761201640735,0.0021801926104568037,1|0|1|0|1|0|1|0|0|0|1|50|64|10|101314
18,0.008658606595950405,0.005184653716304411,0.005161603599475961,0.005916372050971272,0.003372264369421523,1|0|1|1|1|0|0|0|0|1|0|20|4096|0|9238
19,0.00449022776576152,0.0028772711630068422,0.001818808373251613,0.00281490113597317,0.002184899253844149,1|1|0|1|1|0|1|0|0|0|0|30|2|8|117630.2
20,0.05847859420956478,0.003640829334358307,0.0034401200189999536,0.00350265602785151,0.002361469423878142,1|0|1|0|1|0|0|0|1|0|0|80|4096|8|38738.4
21,0.2430506459590764,0.21680421543216952,0.00522395191691685,0.0060351911832608,0.003966333766682587,1|1|0|1|1|0|0|1|0|0|1|20|4096|6|11035.8
22,0.004977100636420121,0.0032564785854926064,0.003642132421033001,0.003894399593040716,0.003052268025440355,1|0|0|0|1|0|0|0|0|1|0|10|4|10|299357.8
23,0.008054055158041439,0.008277395351479037,0.005729445619025334,0.007180067954389231,0.0066191335639050695,1|1|1|0|1|0|0|1|0|0|1|60|128|4|12018
24,0.0077729593093243095,0.00494964746836183,0.005880281096345648,0.00419585782897099,0.0037458579527062342,1|1|1|1|1|0|0|0|0|1|0|80|16|4|9087.2
25,0.04491655124764627,0.04105291918740908,0.009493587537639413,0.0026133769969178718,0.0021601912224468627,1|0|1|0|1|1|0|0|0|0|0|10|16|6|85739.6
26,0.16678642323225057,0.11162038606413544,0.0025347481475478215,0.003028075184082921,0.002325071992833149,1|1|1|0|1|0|0|0|1|0|1|80|2|8|58652.2
27,0.020075856559055305,0.01918510440529,0.013493693275521721,0.0101034288162891,0.002603434541282535,1|1|1|0|1|0|0|1|0|0|0|0|4|10|48033.6
28,0.005829852063342399,0.004181864442606284,0.0033504880375636666,0.0034642225851056535,0.002381538203457852,1|1|0|1|1|0|0|0|0|1|0|70|8|10|299131.8
29,0.00770390112423693,0.003219952457366303,0.0015605596539728997,0.0027144482645184887,0.0022537642507315407,1|1|0|0|1|0|0|0|1|0|1|100|1024|0|8907.4
30,0.013726520487439069,0.0054807716628894766,0.002535419573335064,0.0030261381196825263,0.0022855132395784785,1|0|0|1|1|0|0|0|1|0|1|100|4|6|49216
31,0.0046572691794478744,0.00396419322049993,0.0026546406485912703,0.002824598763647616,0.0023520161353229947,1|1|1|1|1|0|0|0|0|1|1|20|1024|8|121990.4
32,0.005111057070657754,0.003345872401824242,0.0021166209126367306,0.002497039445782281,0.002180192610456805,1|1|0|0|1|0|0|0|0|1|1|100|256|8|121629.2
33,0.005600010739190235,0.0029826868927095014,0.0025816071533747422,0.002746337310222357,0.002738072627283213,1|1|1|1|1|1|0|0|0|0|0|70|1|2|17652.8
34,0.005411652977674366,0.003525602854161324,0.0020309505202412096,0.0025432486629778013,0.002305325832244312,1|0|1|1|1|0|0|0|0|1|1|70|8|6|47626.4
35,0.019813430841791282,0.02075060649620687,0.0021530166696237087,0.00271327813999241,0.0022395948696139114,1|1|0|1|1|1|0|0|0|0|0|50|256|8|102948
36,0.015187033446054812,0.004437240382272392,0.0028201257409449887,0.002385874520640109,0.002252164212814534,1|1|1|1|1|0|0|0|1|0|1|60|4|6|49025.2
37,0.004193228433251755,0.0028594330762233364,0.0020027537944017734,0.0026657657331171773,0.0022559668854362238,1|0|0|1|1|0|1|0|0|0|0|70|256|8|102951.4
38,0.005155478263219248,0.00346488154227596,0.00310405366319152,0.0026737875159399535,0.002417515335586693,1|0|1|1|1|0|0|0|0|1|0|60|64|6|47655.4
39,0.005175569702907592,0.003164835412829225,0.0018677632311598809,0.002608384813034594,0.0021801926104566926,1|0|0|1|1|0|1|0|0|0|1|100|1024|0|17702.8
40,0.009441483543535334,0.003968283281428616,0.002345878076424454,0.003093009905325534,0.0023589794828305726,1|0|0|0|1|0|0|0|1|0|1|80|1024|4|12797.8
41,0.009876554747627804,0.00640868710787146,0.0027862945898056686,0.004345520508449772,0.0024185266698789737,1|0|0|0|1|1|0|0|0|0|0|50|2048|4|11806.2
42,0.10816259262420092,0.011847517116178664,0.0023148272831202913,0.0026934720860122717,0.0020509832682857345,1|1|0|0|1|1|0|0|0|0|0|70|1|10|83262.8
43,0.012947522766386582,0.012307058579683028,0.010089451431179808,0.006008268296186258,0.006540810386372476,1|0|0|1|1|0|0|1|0|0|1|20|2048|4|12199.6
44,0.013866196309589232,0.003219683872748774,0.0018948291329314551,0.0030040386573014187,0.002194703925930541,1|0|1|1|1|0|0|0|1|0|1|90|8|6|49438.6
45,0.36221661633623153,0.053516712859639895,0.0018677632311598796,0.0026083848130346054,0.002180192610456754,1|0|0|0|1|0|1|0|0|0|0|80|4096|4|4315.2
46,0.005649197449359208,0.003750889721475863,0.002325811155725443,0.0035719156547431292,0.0034136397633601997,1|0|1|1|1|0|0|0|0|1|0|90|64|8|121917.2
47,0.020695598566630613,0.002721845950973251,0.001857710580872945,0.0025663773103066735,0.002180192610456778,1|0|1|0|1|0|1|0|0|0|1|30|4|6|73103
48,0.08118351829189187,0.11804055816569152,0.007111752125913796,0.005284189510412099,0.006181699863034132,1|1|1|1|1|0|0|1|0|0|0|10|8|0|12617.2
49,0.10000889354803917,0.01194808732753744,0.004387946571948752,0.005418595807370685,0.003343369906717132,1|0|0|0|1|0|0|0|0|1|0|0|1|0|9261.2
50,0.005535965376827534,0.005105620168562931,0.003324773210779929,0.0035730815613028294,0.004190471497572625,1|0|0|1|1|1|0|0|0|0|0|30|512|4|11937.8
51,0.0049796030832979475,0.0034465938975369067,0.0025554244978104367,0.002906459043514927,0.002336930943735933,1|0|0|1|1|0|0|0|1|0|0|20|256|10|414917.6
52,0.006502281666081958,0.0031823243344501757,0.0021680300904533137,0.00260838481303464,0.002180192610456901,1|0|1|0|1|1|0|0|0|0|0|90|4096|6|88484.8
53,0.03084527910970371,0.013689533163113188,0.006745363746908642,0.0031996089273180818,0.002992817417126258,1|0|0|0|1|0|0|0|1|0|0|40|256|4|13134.6
54,0.0052242597037525105,0.0027495053590371305,0.002706439165430801,0.0025402085454526036,0.002434739097891996,1|0|0|1|1|0|0|0|0|1|0|60|1|6|47344.6
55,0.0041963989726043925,0.0032543865778153582,0.002595029918831544,0.0027350655809151676,0.0026636015004780737,1|0|0|1|1|0|0|0|1|0|0|50|2048|0|35926.8
56,0.004866940108925998,0.0027639694638229373,0.0022162847605900447,0.0032349944557499423,0.002339554636911416,1|1|0|0|1|0|1|0|0|0|1|30|2|8|79981.6
57,0.007130179960615862,0.0046218262760638704,0.002842273028013041,0.0025853881325591816,0.0021399791729997627,1|1|1|0|1|0|0|0|1|0|1|100|4096|0|8903.4
58,0.008330818067322637,0.009504367816900314,0.002195597226317214,0.003188177781331806,0.002193992242337734,1|0|0|1|1|0|0|0|1|0|1|40|16|8|124894.4
59,0.04922803675335293,0.05476342709572579,0.005358095661807595,0.002729166800049384,0.0022521452014910874,1|1|0|1|1|1|0|0|0|0|1|10|2048|10|105635.8
60,0.005205064126802719,0.004092693739698523,0.002245147426019081,0.002664804295250956,0.0024271093770497883,1|0|1|1|1|0|0|0|1|0|1|10|512|10|416271
61,0.15418795196024987,0.015105246967990179,0.0021454048213038297,0.0030694308487332414,0.0021088080973879213,1|0|0|0|1|0|0|0|1|0|1|100|4|6|23342.2
62,0.005130441732310808,0.003299270871569329,0.0018828987940238302,0.002616383534437348,0.002180192610456797,1|1|0|0|1|0|1|0|0|0|1|50|1024|10|101210
63,0.004592833576596224,0.0034690221564325128,0.004472127826945846,0.004161506247196483,0.003584852659184784,1|1|1|0|1|0|0|0|0|1|0|30|2|10|298834.4
64,0.004907539030604884,0.002738224247679309,0.0031465868318268724,0.0030455547008377414,0.0023008240492619556,1|0|0|0|1|1|0|0|0|0|1|100|4096|2|17718.6
65,0.006727908172478669,0.0077440882163259265,0.007768792822591801,0.011558638968805969,0.0070513349295281535,1|0|0|0|1|0|0|1|0|0|0|80|1|0|14542.2
66,0.05789294819914328,0.05790997373337428,0.005347524351653198,0.006083441718750829,0.004849955724677117,1|1|0|1|1|0|0|1|0|0|1|20|16|2|12154.4
67,0.004502129230725459,0.0026610899350268118,0.0019121202519298693,0.002416211261116164,0.002175983814192847,1|1|0|1|1|0|1|0|0|0|0|100|4|8|113991.6
68,0.005793020562986731,0.005583613662151016,0.003505417002731995,0.0039679318084136946,0.003391539576581382,1|1|1|1|1|1|0|0|0|0|0|0|8|2|17987.6
69,0.008544043720091557,0.008076190037699684,0.006445071665075361,0.004162827209152824,0.004346324045677673,1|1|1|0|1|0|0|1|0|0|1|60|512|0|12195.6
70,0.005435716666666022,0.0031378632901102217,0.0020612661554339972,0.002673409962644077,0.002180192610456768,1|1|1|1|1|1|0|0|0|0|1|100|256|8|102684.6
71,0.008875345598266067,0.004128790754364809,0.0036873789319064572,0.0029471436741545687,0.0032614099587766777,1|0|1|1|1|0|0|0|0|1|0|100|64|4|9219
72,0.008946170858269433,0.0043672568944369775,0.002301240924290894,0.0030056514112383856,0.002256936500422116,1|0|0|1|1|0|0|1|0|0|1|30|4096|10|48620.8
73,0.005440280026427633,0.003257032443744348,0.0027311752044858625,0.0023536666270242428,0.0023773691930858852,1|1|1|1|1|1|0|0|0|0|1|100|1024|0|17647.4
74,0.01583990364787347,0.0027633552347536153,0.0020825966445578033,0.0024678196100121116,0.0028694731759519526,1|0|1|1|1|1|0|0|0|0|1|100|4|4|12463.2
75,0.07475546086283956,0.08099466239193996,0.04225861497387991,0.0067054978936845295,0.005554855925494396,1|0|0|0|1|0|0|0|1|0|1|20|64|6|20332.2
76,0.014176759643722439,0.009958433820438551,0.0055243048391342186,0.0033574661814102613,0.0025918455029049973,1|0|0|0|1|0|0|0|1|0|1|60|2048|8|39209.2
77,0.07137103794009025,0.02057357381227519,0.00449109098277659,0.002680979328082026,0.002318117250129883,1|1|1|0|1|1|0|0|0|0|1|60|16|10|96229.6
78,0.005688683081169192,0.005544867453551231,0.0031925906792698413,0.004838947328034175,0.002842422376325653,1|0|0|1|1|1|0|0|0|0|1|30|64|4|11918.8
79,0.004513793197924333,0.0030680186597843613,0.00186776323115977,0.0026083848130345096,0.0021801926104567317,1|1|0|1|1|0|1|0|0|0|0|20|256|2|17658
80,0.016162803974152838,0.00441744351859723,0.0046373507776858594,0.00574960487278574,0.002930783776404713,1|0|0|1|1|0|0|1|0|0|0|70|1|2|14498.6
81,0.006093743570765805,0.0035723841032554477,0.003309653998631994,0.0026890844465577517,0.002840334727164752,1|1|1|0|1|0|0|1|0|0|1|70|2048|10|48358
82,0.05646244345780398,0.03470548224669744,0.001922893762985609,0.0025936313650618994,0.0023934708329101735,1|0|1|1|1|1|0|0|0|0|1|40|32|8|103582.6
83,0.005029786026694357,0.0040443895026135695,0.0030509825907690693,0.0035053670899201825,0.0034421813367060475,1|1|1|1|1|1|0|0|0|0|0|100|4096|2|17717.6
84,0.006001401823700659,0.0030230342677759,0.0018677632311598813,0.002608384813034641,0.002180192610456807,1|0|0|1|1|0|1|0|0|0|1|100|2048|4|11797.6
85,0.056811505682394334,0.04610283593577548,0.005278169295836524,0.004257888022453482,0.0026084703602780087,1|0|0|1|1|0|0|1|0|0|1|20|256|0|12087.2
86,0.231670333893858,0.24980388190654298,0.07373760552060146,0.008953459780781195,0.0030815995284061305,1|1|0|0|1|0|0|0|1|0|1|10|16|4|13934
87,0.08317896955522386,0.019529097072475753,0.0018677632311598737,0.002608384813034611,0.0021801926104566965,1|0|0|0|1|0|1|0|0|0|1|40|2048|4|4608.4
88,0.004385933007329778,0.0028959819642949036,0.0019655866109774254,0.002769312215032595,0.0020684943383184103,1|1|0|1|1|0|1|0|0|0|1|40|512|6|91012
89,0.008325521275977401,0.0029477476030534367,0.0020077763928554445,0.0027706448567522335,0.002240354332287367,1|0|1|0|1|1|0|0|0|0|1|100|4096|10|101677.2
90,0.008932861122144217,0.00747555132399431,0.006732082564089976,0.0041346546571322485,0.005850485336124485,1|0|0|1|1|0|0|1|0|0|1|50|128|4|12169.4
91,0.006604121626883706,0.0026729942954160906,0.001989400567174747,0.0026075997753905373,0.002180192610456887,1|1|0|0|1|0|1|0|0|0|1|60|4|6|72633.8
92,0.00901813937842548,0.006085763123365904,0.004374969193863799,0.004691548956609701,0.002179568714351497,1|0|0|0|1|0|0|0|0|1|1|20|64|4|9131
93,0.01297962249873912,0.003881204141180171,0.0018677632311598776,0.002608384813034642,0.0021801926104568128,1|1|0|0|1|0|1|0|0|0|0|40|2|0|7462.2
94,0.004863486233544033,0.0035132996260323064,0.0028044171019723082,0.0030281474742092137,0.002792825166721454,1|1|0|0|1|1|0|0|0|0|1|80|2|2|17681.4
95,0.22553681739820294,0.003545880594938524,0.004640552768273963,0.0029248983563695814,0.0023813609753492856,1|0|1|0|1|0|0|0|1|0|1|60|16|4|13285.4
96,0.004695774365370332,0.0030368587279510926,0.0018707748447560502,0.002623122518827253,0.002249873157580896,1|0|1|0|1|0|0|0|0|1|1|70|1024|6|47644
97,0.004840127132363728,0.003540206349620642,0.0027494092363442814,0.002306076590095527,0.002603507437501544,1|0|1|0|1|0|0|0|0|1|1|100|32|6|47603
98,0.13789403877896625,0.06066351584272657,0.019779165130971128,0.01987182265214375,0.025186843279189023,1|1|1|0|1|0|0|0|1|0|1|10|1|8|81733.6
99,0.008267318759316949,0.003971059913236078,0.001867763231159893,0.0026083848130345347,0.0021801926104568306,1|1|1|0|1|0|1|0|0|0|1|30|1|0|11158.6
