row_id,b0,b1,b2,b3,b4,raw_val
0,0.28623998003118417,0.14327096310719656,0.16207980288467633,0.08026758555653667,0.035993172295935676,1000|1|15|25778|412.5
1,0.2965329378876897,0.23886751119323305,0.1946110110565597,0.11436766298796157,0.07559234916470756,1000000.0|2|18|53112|69276
2,0.25070060695714574,0.1961724273394057,0.15096478693702917,0.031096202422675717,0.015313784236409545,10000|3|9|21810|1437.6
3,0.2326592581048353,0.29431991397371876,0.18908444706624794,0.14231422018599854,0.0032620316975066808,1000|2|1|9034.6|1217.3
4,0.25070060695714574,0.23861805913773507,0.15023118376432393,0.03371499575581197,0.018476301943845575,1000|3|9|22074|480.99
5,0.23675461975939616,0.133774760788781,0.1598178987578158,0.07884844542680464,0.018096779042676713,1000|1|9|23344|475.26
6,0.30133419002720097,0.2384661497987408,0.1474664270644569,0.029727107120321786,0.025808572058463656,100|3|15|22544|47.847
7,0.23675461975939616,0.15219122414729755,0.17526859670268388,0.06359034061531836,0.02464898059910565,100000.0|1|6|19583|46923
8,0.3619971305699467,0.2845287393885012,0.17412831681487775,0.10362807847458598,0.04269642544976419,10000|6|1|11814|8104.6
9,0.30129193183855757,0.2634400275410675,0.1676825047701871,0.08885176451398041,0.08358967250636759,100|2|18|33784|32.883
10,0.3619971305699467,0.27321733963561984,0.15505533119874915,0.14468205554916932,0.045648818769147864,1000000.0|6|3|22139|1764.9
11,0.24982574216892176,0.2918755919839534,0.20739468451221343,0.09485904849242677,0.08186259617798268,1000|2|6|31480|342.65
12,0.3619971305699467,0.2818149714156093,0.17412831681487775,0.12730525111487,0.03059488049938068,1000000.0|6|1|52828|73243
13,0.3638381803029797,0.1653950268439426,0.1234208019585749,0.07370865313573016,0.0040732595275483905,1|6|15|4999.7|2.0329
14,0.36843468149148223,0.2523448008230257,0.14763353642470664,0.03220390082637222,0.027055717751741384,100|6|6|24578|38.387
15,0.3785400702174641,0.2271186978142799,0.15556312416958099,0.029546722206283897,0.004546867092642207,1000000.0|6|18|28388|887.67
16,0.33136477174000023,0.16530282811730224,0.12247595822036705,0.06201495717501785,0.0040732595275483905,1|6|6|5202.6|1.941
17,0.14450197570880002,0.20249804829855186,0.15384704089853515,0.08167447358861485,0.08544301610334831,10|2|3|19208|5.7214
18,0.11877232628431761,0.0582368613618479,0.036573848261566906,0.03482341956558788,0.03034805211827611,1|1|1|4602.9|2.25
19,0.17663131651091077,0.1569365469260947,0.09125451190602192,0.03304012238105051,0.01664081272144596,10|3|6|17061|6.2092
20,0.23433175662031858,0.14884908297895827,0.17526859670268388,0.06359034061531836,0.02464898059910565,100000.0|1|12|22344|43826
21,0.2178817793758631,0.10426971644493077,0.12983761588878995,0.07715152372332591,0.038203856965633796,100000.0|1|3|18463|48084
22,0.3785400702174641,0.22416775738300226,0.15334850337835643,0.029546722206283897,0.007037319379054343,100000.0|6|15|27609|931.89
23,0.33136477174000023,0.19750765191181657,0.09686323806520995,0.03425740743396696,0.025831518989533096,10|6|12|20995|4.3988
24,0.17663131651091077,0.14102024487661768,0.10779812124540072,0.06201495717501785,0.0040732595275483905,1|3|9|5258.3|2.0457
25,0.25070060695714574,0.19635044100668153,0.15227081520513402,0.023376090059267943,0.013551195268738856,100000.0|3|9|20921|1589
26,0.24982574216892176,0.2614546952659933,0.19569289321757166,0.08351858967672818,0.050690329202409,10000|2|9|34739|3308
