row_id,b0,b1,b2,b3,b4,raw_val
0,0.16006829560667551,0.019356458021076973,0.007640301346464673,0.006648755962770216,0.0033565137348089613,1.0|1000.0|6.0|120.0|1000000.0|10000.0|94.481
1,0.37147708102349053,0.12723512109381963,0.03547538674315863,0.022335010462825204,0.015501713151637118,3.0|1000.0|3.0|10.0|2000000.0|100000.0|185.16
2,0.12469114257482378,0.03011125936800505,0.007616042909783665,0.006648755962770197,0.0033565137348089973,1.0|100.0|12.0|10.0|1000000.0|10000.0|17.957
3,0.2942160100323447,0.35927601458667424,0.06751648994761465,0.05859869501532871,0.06408149920745072,1.0|10000.0|9.0|120.0|1000000.0|1000.0|427.06
4,0.3669364754076636,0.10877236449148882,0.02237735470164551,0.0176033063570916,0.010132142915526695,3.0|1000.0|3.0|10.0|100000.0|100000.0|175.9
5,0.5824836686989439,0.20283221717897043,0.057951248543417974,0.010119558501192354,0.009265471858875109,1.0|1000.0|2.0|300.0|2000000.0|100000.0|8891.5
6,0.5450722614770256,0.020438139586031287,0.0164683764519403,0.013182139401355559,0.009208832785873325,3.0|100.0|6.0|60.0|100000.0|100000.0|66.074
7,0.22769537353759034,0.17146582182819914,0.20612645258003412,0.06160421021932039,0.003356513734808981,1.0|100.0|18.0|1.0|10000000.0|10000.0|78.287
8,0.5483713877215435,0.14921051670372368,0.10013441271431657,0.0888120103250748,0.0076843851341750515,3.0|1000.0|2.0|1.0|100000.0|10000.0|7220.4
9,0.5128863101764565,0.1912710817869425,0.02804731853015937,0.022607880352915194,0.010893779714960306,3.0|10000.0|12.0|10.0|100000.0|1000.0|1201.8
10,0.356946709414032,0.12517048201969372,0.03760413301046562,0.006648755962770083,0.0033565137348089123,1.0|100.0|15.0|1.0|100000.0|10000.0|17.457
11,0.9958765733589975,0.5844054311585046,0.25116602409513233,0.14116133214115673,0.015929204170009956,3.0|10000.0|1.0|120.0|1000000.0|1000.0|27202
12,0.588290776396086,0.11369088732136566,0.029322270657040916,0.0251747287889698,0.021849339222473528,3.0|10.0|18.0|60.0|1000000.0|1000.0|22.211
13,0.15469335316415242,0.04934826007502264,0.00754819151611346,0.0066487559627700955,0.0033565137348089487,1.0|1000.0|12.0|10.0|100000.0|10000.0|122.76
14,2.676366061186525,2.2458612700724925,1.2540067295870772,0.33904452986028344,0.015947489355474905,3.0|100.0|2.0|10.0|10000000.0|1000.0|150.42
15,0.30496111530918346,0.2255108868698522,0.18453080953708834,0.02964095730481689,0.01070859267145764,3.0|1000.0|18.0|120.0|100000.0|100000.0|217.2
16,1.7292419435631334,0.4399363623210457,0.3109323846624649,0.0066487559627701085,0.003356513734808948,1.0|10.0|18.0|300.0|2000000.0|10000.0|2.3266
17,2.6500964677949006,0.18722703084280434,0.007616042909783681,0.006648755962770183,0.0033565137348089565,1.0|10.0|3.0|300.0|1000000.0|100000.0|1.9653
18,0.14896330638260358,0.01510984051644153,0.007624421755900623,0.006648755962770162,0.0033565137348089856,1.0|1000.0|6.0|10.0|1000000.0|1000.0|97.673
19,2.428061359380323,0.20065595724544757,0.21750157988294724,0.006648755962770142,0.003356513734808952,1.0|10.0|1.0|1.0|1000000.0|10000.0|24.247
20,0.14211805632977173,0.027931865807387206,0.007448756301633146,0.006648755962770162,0.0033565137348089856,1.0|1000.0|6.0|120.0|2000000.0|1000.0|97.6
