row_id,b0,b1,b2,b3,b4,raw_val
0,0.022106462367478843,0.005214318228309836,0.0045254351623668174,0.0025725439827316158,0.002157698177936252,3|100|3|10|10000000.0|10000|38504|73.731
1,0.02437525876085094,0.009507368507553708,0.008359695887619931,0.006413594414556457,0.0065854984137521545,1|100|6|300|10000000.0|1000|37466|22.904
2,0.029736742292572137,0.002187654141554011,0.0012190351545810767,0.001510849067909108,0.001143476813695875,3|10|12|60|2000000.0|1000|11806|21.843
3,0.023466386735303327,0.003642351305042802,0.00404099259866985,0.003277205673547515,0.00320159495252201,1|100|3|60|100000.0|1000|40578|18.401
4,0.06263083938821738,0.01712766040805544,0.019473284188529803,0.0007145585936617528,4.324605834801873e-06,3|10000|1|120|2000000.0|1000|5311.7|25833
5,0.20514978940929682,0.13099382980811117,0.0024047801376561517,9.335843796725008e-06,4.308008593631978e-06,3|10000|3|300|10000000.0|100000.0|205000.0|1104.3
6,0.054355846449076164,0.0035028298278248628,0.0021688159235006732,0.00237207464113842,0.00234985344022041,1|10|9|300|2000000.0|10000|37542|2.0604
7,0.03457431707009037,0.0021949043542686736,0.0015916447909009343,0.0016726072338148147,0.0016135186862907746,3|10|6|10|10000000.0|1000|15030|21.1
8,0.05399826703245156,0.012028343905886573,0.0040994813247567366,0.0025999720918082557,0.004004460303325219,1|10|6|300|10000000.0|10000|35341|2.76
9,0.10175154110791276,0.04695672453241558,0.008472001985257762,0.00045342501678548796,0.00015830061443157504,3|10|1|300|1000000.0|1000|6387|38.625
10,0.0381914128491234,0.015914905953343425,0.01943546583535324,0.01478444575766432,0.006199421048455905,1|10|9|1|10000000.0|1000|27569|3.6012
11,0.07360934774510064,0.05828119120752415,0.033421301685517435,0.01084301764266291,6.77215455770783e-06,1|10000|6|60|1000000.0|100000.0|136000.0|343.57
12,0.10817245478094058,0.007374728080543835,0.004143207244382609,0.00028606776808324895,0.0002079164963825102,1|100|2|120|1000000.0|100000.0|935.5|819.91
13,0.02518664861673047,0.0048291304039343765,0.004635682900765842,0.00522371675512082,0.003150385683420511,3|100|12|60|1000000.0|1000|37840|66.34
14,0.021480245681568116,0.039296039522332994,0.029591985524267318,0.013921717902361125,0.004087428275695386,1|100|15|60|100000.0|100000.0|39864|19.888
15,0.13911534209201903,0.046655655606462204,0.030716425440115814,0.02470302080684221,0.02259315963233647,3|1000|9|120|2000000.0|1000|133000.0|180.83
16,0.11722350332428053,0.04926898483689733,0.008481828868387163,0.0007650612423211497,0.0001431198466678266,3|10|1|10|2000000.0|1000|6455.8|41.026
17,0.017107875521197618,0.0046241756943343855,0.002935553708924669,0.0032458417870739257,0.0031064735392912833,1|100|3|10|100000.0|100000.0|41473|19.088
18,0.14222533440147292,0.06491858490144786,0.03684859401854153,0.019828447152216124,0.002845715608410314,3|1000|2|1|1000000.0|1000|62141|987.54
19,0.0962817099127102,0.05028162014533951,0.004613308749012064,0.0038735930945583627,0.0027171772407447925,1|10|2|120|10000000.0|10000|9055|9.8389
20,0.08254779634375292,0.05151821080227815,0.047928620604938,0.04162792505807808,0.022834410733168768,3|1000|18|1|10000000.0|1000|94886|460.53
21,0.117778573960266,0.02482765970721685,0.03262710653912692,0.041401210575606334,0.036943805307060186,3|1000|9|60|100000.0|10000|131000.0|192.68
22,0.06360313202008981,0.08964894268705738,0.02462181130588357,0.010467958355650599,0.015432233903885997,1|10000|1|120|1000000.0|10000|4411|28328
23,0.17708355150655153,0.015309027391598538,0.008290228844571024,0.007664995144156805,0.003917853583103865,1|1000|6|10|1000000.0|100000.0|74952|94.109
24,0.1464900819295135,0.01173311145192406,0.012417048999599598,0.00877129051467078,0.007597969817019325,1|1000|3|300|2000000.0|1000|76316|106.07
25,0.011328529079393392,0.004293797839334176,0.003986644912654596,0.004171529827773328,0.004124001797777971,1|100|12|60|1000000.0|100000.0|39112|17.707
26,0.14216484955084047,0.041266810517676514,0.028978922841962542,0.03538075696925586,0.028754839186345745,3|1000|3|10|2000000.0|10000|119000.0|189.98
27,0.06862821368327028,0.08102624891228365,0.029273112730209876,0.008439690768766588,0.0008395835982382596,1|10000|1|1|100000.0|10000|3867|30112
28,0.10746164169801356,0.05633327468701535,0.032974527206323455,0.0004933975436149068,0.0002484892607842223,3|100|1|10|100000.0|1000|6796.9|390.63
29,0.09653413661453417,0.09629392688793469,0.010713127166719455,1.3467213392891385e-05,6.767608915713322e-06,1|10000|12|1|1000000.0|100000.0|148000.0|415.45
30,0.1760847712879732,0.014642913272928925,0.01120115604033905,0.01276949213250026,0.011412928947875246,1|1000|9|300|1000000.0|100000.0|74957|97.827
31,0.12959757566479477,0.0021596535884613145,0.0005694059911960164,1.243861434857297e-05,6.184233349726795e-06,3|10000|3|1|1000000.0|10000|207000.0|1123.6
32,0.0895336534416376,0.06464707307687695,0.019295083106536038,0.029510938479767514,5.182013877556316e-05,3|10|1|10|1000000.0|10000|942.82|309.41
33,0.1795955959917052,0.0021596535884613145,0.0005694059911960164,1.243861434857297e-05,6.184233349726795e-06,3|10000|3|1|100000.0|100000.0|198000.0|1169.8
34,0.052409558601628235,0.006187499962019152,0.003880646367952427,0.0021828103800574697,0.0011626233529205992,1|10|18|60|2000000.0|100000.0|34555|2.1584
35,0.022060963782301556,0.011564778211573538,0.008073169088321995,0.004760493087495471,0.0031358633941974455,1|100|12|120|10000000.0|1000|32388|22.992
36,0.1081191400698348,0.02118129338363019,0.0042050955824791065,0.000987652812501052,0.0005204112446511002,1|10|2|10|1000000.0|100000.0|1096.3|80.847
37,0.026025951823991016,0.0013749436528115845,0.0013013877238793208,0.001145740294644722,0.0007329170557829333,3|10|15|120|1000000.0|1000|11469|23.072
38,0.04689963050335092,0.005134626668475051,0.0022363647547457752,0.0027418387314428385,0.0017056382456638664,1|10|18|1|2000000.0|1000|33076|2.6976
39,0.03828626373404759,0.005854790482997615,0.0036130086594950072,0.0022602643212666458,0.0008279114862034523,1|10|6|1|2000000.0|1000|35816|2.19
40,0.17667616046614093,0.015289917714094731,0.038087971003828894,0.02443215825864192,0.015497655432915874,1|1000|12|1|2000000.0|10000|62876|132.91
41,0.02655994418496976,0.03667087198639659,0.028768608701618986,0.013247094086712615,0.0020330946040565782,1|100|15|60|100000.0|1000|40204|19.336
42,0.14929697017380733,0.04548387963258881,0.030680488763329846,0.044391101059273026,0.030215651299536062,3|1000|6|10|2000000.0|1000|130000.0|190.2
43,0.03994898193094877,0.002711043402480168,0.003489993350129386,0.0024592976048449333,0.001044561806554107,1|10|3|10|1000000.0|100000.0|36538|2.0006
44,0.013990178688397586,0.005612883394980891,0.004709364256639312,0.005649198601072417,0.005493178542223872,1|100|9|10|2000000.0|10000|38443|18.701
45,0.03541763830088737,0.0377229013601539,0.014193769570884142,0.007179732831741656,0.0001956299673488657,3|10|2|10|2000000.0|10000|7337.6|74.693
46,0.08254779634375292,0.04649773236620884,0.039104883264076275,0.041402871884721346,0.015941923958942384,3|1000|18|60|10000000.0|1000|99901|297.9
47,0.11505696759712915,0.08895740674851312,0.0372467170522029,0.019135842550370544,0.011171556779759808,1|1000|1|10|2000000.0|100000.0|398.4|33486
48,0.021501499732511496,0.004394885965598856,0.0047274708323300635,0.003719992136424758,0.0034062776285803094,1|100|9|120|1000000.0|1000|39529|20.136
49,0.046043027090899497,0.011464378043681996,0.011087797987847396,0.0070203661245021205,0.0030248700647962107,1|10|12|10|10000000.0|100000.0|34301|3.091
50,0.03739821561371215,0.0028993362351973305,0.002434626946832988,0.001659803875408436,0.0010009541867891838,3|10|18|10|2000000.0|1000|11141|23.945
51,0.25496441272176973,0.0009178504695072007,0.00023858847820487582,1.3048922204689816e-05,6.5422000917371756e-06,3|10000|18|1|10000000.0|10000|128000.0|3390.7
52,0.07965126199134502,0.08260332921803981,0.06052619047780582,0.0979586119258676,7.710589034149798e-05,3|10|1|120|1000000.0|100000.0|103.76|2873.8
53,0.03891639137792131,0.009726148713239824,0.005305826325258946,0.0029905949864829744,5.281086602716523e-06,3|10000|1|10|1000000.0|100000.0|6197.7|19186
54,0.09372618204603325,0.04402726688351552,0.025129615482194553,0.012639885225937337,0.0019396174984110917,3|100|2|10|100000.0|1000|24712|139.1
55,0.1018906099534372,0.10323505415629507,0.15477944698183219,1.3467541425632264e-05,6.7682107245168385e-06,1|10000|18|1|10000000.0|1000|109000.0|598.41
56,0.1410647524965933,0.07769110011534615,0.045195665095284124,0.002022828549890977,3.72830025196575e-06,1|10000|2|300|100000.0|10000|2390.9|33284
57,0.06655011161182191,0.08678229616194673,0.039172985510600895,0.005240788934850064,0.012747291596376472,1|10000|1|300|2000000.0|10000|4785.8|29906
58,0.15985022776187868,0.014780897105992835,0.010491032120071684,0.009796243669534552,0.002643416915642274,1|1000|15|120|2000000.0|1000|58446|115.5
59,0.16339038075089288,0.037368562895403315,0.029902976751853324,0.029577728050736486,0.01587794128399056,3|1000|6|300|10000000.0|1000|125000.0|231.03
60,0.08947037294446276,0.06808168517989592,0.0424641249989819,0.05809000393038754,0.005034961400457463,3|100|1|1|2000000.0|100000.0|81.882|28368
61,0.08376747618283922,0.04916541234762005,0.03750400203555133,0.019629030974164588,0.013946903336459237,3|1000|15|300|1000000.0|100000.0|115000.0|223.24
62,0.053880357883829146,0.011212862992145177,0.004679498734394608,0.004350771932358054,0.0037359864968235725,1|10|15|120|10000000.0|100000.0|36128|2.4108
63,0.023562835842646044,0.003908315125445343,0.004399917104482024,0.002347587561445116,0.0017180284037409967,1|100|3|1|100000.0|1000|41528|18.751
64,0.14981340447776284,0.032976150704423654,0.025405566859829656,0.02963449360627403,0.019016094925847358,3|1000|3|1|1000000.0|10000|121000.0|192.9
65,0.017141956410382412,0.004132101406395618,0.004294211845370183,0.003885749865047384,0.003819464131683292,3|100|9|10|100000.0|10000|41172|65.816
66,0.10356364548667304,0.05396765607324278,0.0009925493857163299,1.3467567644112709e-05,6.7680405880156164e-06,1|10000|12|300|1000000.0|100000.0|158000.0|392.44
67,0.1686251594055795,0.0021596535884613145,0.0005694059911960164,1.243861434857297e-05,6.184233349726795e-06,3|10000|6|1|100000.0|100000.0|215000.0|1075
68,0.3835534604873844,0.0009178504695072007,0.00023858847820487582,1.3048922204689816e-05,6.5422000917371756e-06,3|10000|15|1|10000000.0|10000|150000.0|2179.9
69,0.022996890679584867,0.007485553413557103,0.0033052618194078756,0.002896900183797707,0.0009813796856082105,1|100|18|120|100000.0|10000|21117|37.254
70,0.08560854834062188,0.04854636803975225,0.02513744759538436,0.006647236156497621,6.7730916146468e-06,1|10000|3|120|2000000.0|100000.0|122000.0|365.08
71,0.03616889385926081,0.00311299758075745,0.003601424995862004,0.001683935541108153,0.0005677490024223122,3|10|12|1|10000000.0|1000|10875|31.777
72,0.08691346050623004,0.041786197185536236,0.009195466772522315,0.004456993425188027,0.0007932408288050929,1|100|1|120|10000000.0|10000|3965.6|189.5
73,0.12351872602240506,0.04375483687143105,0.0270535918839954,0.022163504824803892,0.020892074561516625,3|1000|9|60|2000000.0|1000|134000.0|191.04
74,0.08193581515680837,0.03228348663746801,0.01794445431885068,0.008373281543107389,0.005021271175370576,3|1000|18|300|100000.0|100000.0|113000.0|208.8
75,0.14609893337839167,0.1204401089129953,0.05727738533595541,1.344147202294562e-05,6.753418362118501e-06,1|10000|15|60|10000000.0|1000|153000.0|588.23
76,0.13027405404592998,0.09083038731743615,0.05659505212515109,0.009922731313727142,0.0018037821621847941,3|1000|2|1|10000000.0|10000|49357|7494.1
77,0.033052741090372845,0.0027276104354394897,0.0016802127139776358,0.001953461350510751,0.001442045853202217,1|10|3|10|100000.0|1000|36714|2
78,0.1232520039301073,0.008141532769309241,0.0022000723882919047,9.647642481625967e-06,4.5221069039649345e-06,3|10000|9|120|100000.0|1000|194000.0|1043.7
79,0.1913567065526513,0.025202023930306315,0.014561122301044654,0.02135607788432169,0.014630688299461026,1|1000|12|60|100000.0|100000.0|64348|109.78
80,0.14829004999906994,0.009071296025062037,0.009318397673810189,0.008480031132912654,0.0077840589182068464,1|1000|3|120|10000000.0|10000|74482|115.64
81,0.04689963050335092,0.006014418262495823,0.0030111442677901315,0.0028079186341063893,0.0021769189766534243,1|10|18|10|2000000.0|1000|36733|2.4479
82,0.09310980189456147,0.06014176494056785,0.0394864683392811,0.007096806278857386,6.77215455770783e-06,1|10000|6|60|1000000.0|10000|135000.0|354.6
83,0.025967985198133738,0.006731813088638638,0.011232551496325176,0.010082121065505552,0.005241065547674893,3|100|18|1|10000000.0|1000|33056|702.26
84,0.24323422750268456,0.035590830675130684,0.0007622033623537091,1.209348777835565e-05,5.988896235929324e-06,3|10000|6|60|10000000.0|100000.0|199000.0|1196.8
85,0.06730283641371053,0.09013574258601532,0.029724076992305375,0.005240788934850064,0.012747291596376472,1|10000|1|120|2000000.0|10000|3738|28668
86,0.21493072306698432,0.09570042409626732,0.0006141819707513236,1.2358735358675102e-05,6.140474520481745e-06,3|10000|3|300|2000000.0|100000.0|201000.0|1120.3
87,0.02167702267213611,0.007485846258946203,0.0042379664812207335,0.003957677476921376,0.0018980099737294315,1|100|18|300|2000000.0|100000.0|21708|38.499
88,0.12671910118371182,0.07914637098277064,0.04620102616785675,0.006215676563999588,0.0010959247062521567,1|1000|2|10|2000000.0|100000.0|343.08|7295.5
89,0.18732523623889547,0.07157701424206664,0.000947720004981843,1.1763367752558932e-05,5.792273072079293e-06,3|10000|12|60|100000.0|100000.0|204000.0|1027.6
90,0.025903906965629834,0.006731813088638638,0.01085047467016227,0.009801453161765042,0.005241065547674893,3|100|18|10|10000000.0|1000|38921|102.38
91,0.11885308628269699,0.067302800357721,0.02679378380646657,0.021396196484781083,0.00837528005992511,3|10|2|120|10000000.0|1000|10115|29.14
