row_id,b0,b1,b2,b3,b4,raw_val
0,0.11012546990898235,0.06455998021742176,0.05089859125121552,0.0029869056175771745,0.0039637688017679674,0|1|0|1|0|1|0|0|1|4|0|15|6|14062|803|76.824667
1,0.07861310815292619,0.024525053615524477,0.021618299720038158,0.0029569050825803992,0.0017662254927357257,0|1|1|0|0|0|0|0|0|3|1|0|3|26115.4|1387|67.117692
2,0.16213044677432006,0.06643323529930488,0.046284836865922434,0.011445695318978906,0.0005826311548273664,1|1|0|0|1|1|1|0|1|3|2|15|6|5602|286.4|43.894667
3,0.16021637180768653,0.07461607565267216,0.07510048148420331,0.04411466657711278,0.0005652499093415365,1|1|0|0|1|1|1|0|0|2|2|5|3|6474|295.4|41.052381
4,0.04461568152998235,0.011157481292439118,0.009937544445284318,0.006403509511202569,0.005786474851461653,1|1|0|1|0|1|1|0|0|2|0|15|6|30011.2|1254.6|42.644624
5,0.15850228772563868,0.07889250041370569,0.06813057916084449,0.011649126533426741,0.0005663176825440528,1|1|0|0|1|1|1|0|0|2|0|0|0|6490.4|271.6|39.531905
6,0.02029024452157615,0.00531650351972873,0.0028505420524142454,0.0011584515043334199,1.6107967019308246e-07,1|1|0|1|0|0|1|0|1|1|1|0|6|46578.4|1630|26.530832
7,0.038288290877163816,0.010839403191929005,0.004712642876427179,0.008732983034689567,0.0027978172829496283,1|1|1|0|0|0|0|1|0|2|1|0|0|36220|1490.4|44.097883
8,0.08497146543887032,0.03975592936794672,0.010924297260377618,0.005091668288647764,0.003870882701167256,1|1|1|0|0|1|1|0|1|4|1|15|6|26315|1365.4|66.564907
9,0.09656213071951653,0.07261537486912847,0.06321556797521755,0.0035749434827701916,0.00037373886551074687,0|1|0|0|1|1|0|0|1|1|2|0|6|7974.4|329.6|28.107857
10,0.10442739780775667,0.06678884666445209,0.032603229215908434,0.0037725501959929584,0.004615307882749774,0|1|0|1|0|0|0|0|1|4|1|0|0|16209|930.8|79.024926
11,0.027898629279518337,0.005939536735784536,0.0031867053843955165,0.0009495798988800808,0.00016751723750598756,1|1|1|0|0|1|1|0|1|1|2|0|0|59648.8|2068|26.527537
12,0.07397765500880839,0.048457868288826526,0.02607531515795203,0.001694645745154434,0.002728363740017821,0|1|0|1|0|0|0|0|0|2|0|15|3|25135.8|1098.4|47.606062
13,0.1346226227926971,0.08308668100819623,0.05219705078846501,0.03152934966174238,0.0005805965950734102,1|1|0|0|1|1|1|0|0|3|2|15|6|5684.4|240.6|45.106667
14,0.12766811377355297,0.04455959633377379,0.030682371564595766,0.03876440166321438,0.022268083659722607,1|1|0|0|1|1|0|1|0|3|1|0|0|5619.6|245.6|45.87
15,0.12738719325817432,0.06844017732116375,0.008458998552377486,0.0035399249499146043,0.004673043797474549,1|1|0|1|0|0|0|1|0|4|1|0|0|21521.8|1044.4|59.429913
16,0.04033271649029456,0.008894624689402943,0.010479437000699969,0.007629433947171315,0.004176957713324125,1|1|0|1|0|0|1|0|0|2|0|0|6|29057.8|1228.4|41.275468
17,0.024067997026105764,0.009772710389740442,0.011742417354337589,0.011650717000455628,0.007839066281026525,1|1|0|1|0|1|1|0|1|2|2|5|0|28412.2|1185.2|41.843448
18,0.12354086167657888,0.050414296919131935,0.027963402622677835,0.0038352086604733385,0.004701616084046045,0|1|0|1|0|0|0|0|0|3|0|0|3|19462.6|1015.8|64.223211
19,0.14789109060943884,0.03403715670628634,0.03996974356872167,0.004626058097561537,0.0005711623527560442,0|1|0|0|1|0|0|0|1|2|1|15|3|6692|280.6|40.628571
20,0.11582421905858115,0.06337049027644376,0.018029498562783363,0.004431573255441241,0.0002594167965073021,0|1|0|0|1|1|0|0|1|1|2|5|6|7943|321.6|32.185278
21,0.14049436770608467,0.05581085898870529,0.05567054970831592,0.01890928721975219,0.0005755417346615945,1|1|0|0|1|1|1|0|1|2|1|15|6|6341|310|38.443809
22,0.14624196322395255,0.07599844677896252,0.06206962095659794,0.05367356581040316,0.0005852650955076945,0|1|0|0|1|1|0|0|1|4|1|15|6|5429.6|242.2|47.012
23,0.06151705234574505,0.019761369225307402,0.00973814164849994,0.014333885243651708,0.010288351244678301,1|1|1|0|0|1|1|0|0|2|0|15|6|35268.8|1461.6|43.955921
24,0.11012546990898235,0.07208530048270385,0.05089859125121552,0.0028667734676908452,0.003127931832790463,0|1|0|1|0|1|0|0|1|4|1|15|6|14209.6|810.2|76.981333
25,0.07251475105763594,0.04881426369491872,0.02661954256997049,0.006897895809735338,0.005193751647219285,0|1|0|1|0|0|0|0|0|2|2|0|6|25636.8|1149.2|48.123077
26,0.01893782071035415,0.0036674858604290265,0.0039015119888508943,0.002110318320406436,4.7926953879249224e-05,1|1|1|0|0|0|1|0|1|1|1|0|6|57620.2|1997.2|26.174029
27,0.034350499164444444,0.011781852239215443,0.001828971556602401,0.0006187795158077582,2.0163117136604595e-07,0|1|0|1|0|1|0|0|0|1|2|15|6|39414.6|1436.6|27.283013
28,0.14940609765355783,0.05354033639999015,0.04808610493059553,0.015472121426135835,0.000584183096044162,1|1|0|0|1|0|1|0|1|4|2|5|3|5575.6|235|42.858
29,0.08436474632543349,0.03595667438529204,0.018871607945067446,0.00915140850688144,0.004537209435703456,1|1|0|1|0|1|1|0|0|3|1|0|0|24640|1122.2|52.439033
30,0.09243358775822132,0.10507110700938917,0.042938067638176605,0.005417332365237166,0.00012216961872581902,1|1|0|0|1|1|1|0|0|1|2|5|0|7935.4|348|30.765
31,0.056164472054397827,0.02329218023274284,0.006231333988770191,0.004117473132703854,0.0023796846676853414,0|1|1|0|0|0|0|0|0|2|2|15|0|33512.2|1450.8|48.575276
32,0.11507953687655469,0.043082356510645535,0.020662906849255494,0.007610958775327985,0.0005810856860740737,1|1|0|0|1|1|1|0|0|4|1|5|3|5330.4|229.8|44.830667
33,0.1366655337440627,0.05894386137908799,0.03751588875914133,0.032333189280957235,0.000574136338307281,0|1|0|0|1|1|0|0|1|2|0|0|3|6418.6|272|37.936667
34,0.1241715699515146,0.08143570093695734,0.022591600301561817,0.011679708282122407,0.005697530275918911,1|1|0|1|0|1|1|0|0|4|2|5|3|21998.4|1076.6|60.151818
35,0.01467569946058016,0.006257108257183142,0.0046511267564230225,0.0011584515043334199,1.6107967019308246e-07,1|1|0|1|0|0|1|0|1|1|2|15|6|45907.4|1638.6|26.28885
36,0.11798177448014792,0.046618936956907206,0.03509310165128283,0.008761074589250292,0.0005755417346615945,1|1|0|0|1|1|1|0|1|2|0|15|0|6260.4|290.6|39.533333
37,0.16831963882654247,0.06881626663705909,0.0553104343234065,0.05372581327630022,0.0005800731970804302,1|1|0|0|1|1|1|0|1|3|2|15|3|5632.2|259.8|42.5
38,0.1313048934413911,0.05425813290969308,0.04034799728422116,0.006628501800920487,0.0022019151256506457,0|1|0|1|0|1|0|0|0|3|2|5|0|16851.8|875.6|63.020662
39,0.11345421623260789,0.08025980317804698,0.04903921445953067,0.0028667734676908452,0.003127931832790463,0|1|0|1|0|1|0|0|1|4|2|15|6|14228|786.4|77.178286
40,0.054696082975577154,0.022984835841831003,0.007179921917797079,0.004416652583597343,0.0022957106575568647,0|1|1|0|0|0|0|0|0|2|2|0|3|33628|1525|48.395597
41,0.047615875641889384,0.027571445144297307,0.02768806632939999,0.003834947930666375,0.00558202803075829,0|1|1|0|0|0|0|0|1|4|2|0|6|21974.8|1286.2|84.38
42,0.05804070150642612,0.01966339022462634,0.0066751429044358095,0.004920007496530194,0.0036285384377512655,0|1|1|0|0|0|0|0|1|2|1|15|0|33612.2|1504.8|48.409144
43,0.15097925838001736,0.04399991765758868,0.016642295294103666,0.010401111018486389,0.0005697066129687025,0|1|0|0|1|1|0|0|0|2|0|15|3|6098.2|280.4|42.183333
44,0.12564291617719417,0.03900619737415771,0.028732548535985267,0.02119537666608283,0.0005852611402775296,1|1|0|0|1|1|1|0|1|4|0|0|6|5477.2|276.4|46.450667
45,0.08987666140326506,0.035549901768728985,0.039408762371404046,0.00979005121400768,0.0035848314790087044,1|1|1|0|0|0|1|0|0|3|0|15|6|28955.6|1337|55.926207
46,0.08520845353880661,0.03680401032457917,0.020396409077052945,0.011213187136948006,0.004710829014918984,1|1|0|1|0|1|1|0|0|3|1|5|3|24618.8|1133.8|52.66
47,0.10692543108719868,0.07751409957132376,0.03223651881167476,0.003281586263598764,0.003176473524061666,0|1|0|1|0|0|0|0|0|4|1|0|3|16225.8|951.4|79.035368
48,0.11400457688571024,0.04245558567830219,0.05186864854760269,0.023948601538894134,0.0005799060765209673,1|1|0|0|1|0|1|0|0|3|2|5|0|6133.2|296.8|45.445714
49,0.11593331403661362,0.0704286317783804,0.040582872861989444,0.009965644135707755,0.004951249322430147,0|1|0|1|0|1|0|0|1|3|0|0|6|17687.8|905.2|63.626405
50,0.0787867624797587,0.025341274298498605,0.015106094058586922,0.0042417500264605385,0.003833766600191645,0|1|0|1|0|1|0|0|1|2|1|15|3|22307.6|1012.8|47.122016
51,0.07240600905703946,0.039319828594325534,0.01285102165667476,0.00911272488068732,0.004524852248622764,0|1|1|0|0|1|0|0|1|2|1|15|6|28686.4|1292.6|48.313473
52,0.03764415792040763,0.01074879728641886,0.012621076352270008,0.009956990777349286,0.006163240073128699,1|1|0|1|0|1|1|0|0|2|0|5|3|30206.8|1222.2|42.132642
53,0.02113742404945375,0.005207409714357244,0.005094991148420505,0.000753977847133163,0.000370740721147025,1|1|0|1|0|0|1|0|1|1|1|0|3|46774.6|1605.2|26.282627
54,0.05537291273927079,0.027571445144297307,0.03240067217043915,0.004845171243946246,0.0016961737964115231,0|1|1|0|0|0|0|0|1|4|0|5|3|21633.8|1214.8|84.512901
55,0.08497146543887032,0.036199602630556243,0.017075515971558874,0.004802349659051069,0.0026591367239327643,1|1|1|0|0|1|1|0|1|4|2|0|6|25827|1314|66.395385
