row_id,b0,b1,b2,b3,b4,raw_val
0,0.33676002890994255,0.35339618785476046,0.19320026900107914,0.06071111921783569,0.01067536663866846,1000|3|15|22132|468.71
1,0.28213605343846127,0.20783982648315683,0.1257898782493699,0.12115251307687715,0.013128367426274412,1000000.0|3|1|26988|32624
2,0.20403733637846158,0.1552517484387381,0.1267178698181472,0.06142488434675167,0.018353600893912823,10|6|3|16238|7.0838
3,0.33426024024799483,0.2951151391641878,0.18091846054164137,0.04572548591819142,0.03662291096278043,1000|1|9|24910|467.36
4,0.31289189649806204,0.32709897068130495,0.16716764444119736,0.03359343754931469,0.03286468852241143,10000|3|12|19488|1691.8
5,0.3065225966119643,0.3440929508119538,0.1711066216162513,0.05440426029484725,0.010836001232624959,1000000.0|3|15|19319|1711.5
6,0.2573487080017331,0.0823900187258387,0.04952684421208897,0.0034491224210531296,0.0005796673233160471,1|3|15|4767.6|2.2173
7,0.2190547380583243,0.15513332482568323,0.09508363171106168,0.055602737002470835,0.015652032072126534,10|1|3|12697|9.2121
8,0.2779677189912391,0.0823900187258387,0.05004040959268388,0.004434352788699119,0.0008171822960880822,1|2|18|4236.2|2.4647
9,0.31015941037085537,0.23100492503799244,0.15997723578309075,0.10233639511881701,0.10927967837306454,10000|1|15|20936|4748.4
10,0.34344800134304854,0.34599508174298305,0.1956084177935635,0.04942055540373271,0.013487715288547279,100|3|18|21234|53.927
11,0.2787645758077777,0.34327323499701634,0.2054678206296028,0.02958343052787697,0.016136195707323164,10000|6|18|26558|1099.8
12,0.2796775309278397,0.10857875012425862,0.11243412662319623,0.11614843728703433,0.10926034173965975,10000|1|3|20072|4961.1
13,0.2942542214345261,0.17748796941598224,0.14265178995545763,0.11291828411936725,0.012174709999661524,100|6|3|20359|55.501
14,0.24364652289716165,0.22371188032391137,0.11503470620277763,0.02126434564259189,0.011422339610663645,10|3|9|17161|6.5827
15,0.19773331839345326,0.05573285693098311,0.021389304032789967,0.004218855211924329,0.0007991419842324647,1|3|1|4980.3|2.1598
16,0.20403733637846158,0.1552517484387381,0.13984477909334747,0.10951766540130042,0.013128367426274412,10|6|1|7524.2|13.959
17,0.3172177909953147,0.34398990468568974,0.17143242060296368,0.05698924776154891,0.010836001232624959,1000000.0|3|18|20307|1817.5
18,0.330311317660665,0.31317485179212845,0.20609705877144846,0.07575461206498894,0.029308909879718997,100|3|6|20045|58
19,0.2962760958785996,0.344937811608917,0.16574649301624805,0.03496535084141305,0.029062009600527006,100000.0|3|9|17859|2033.3
20,0.2787645758077777,0.3702789098748064,0.20473511931632796,0.02958343052787697,0.016136195707323164,100000.0|6|18|28650|776.38
21,0.32206370868848083,0.20975658125348753,0.11198295790850432,0.11986775904641365,0.013128367426274412,1000|3|1|9973.9|1105.8
22,0.28213605343846127,0.20783982648315683,0.10878573002982338,0.04498983753517446,0.016558669251995055,1000000.0|3|3|19133|1814.2
23,0.22153169159900102,0.1887377787145456,0.13283910820041894,0.06391114153184871,0.013128367426274412,10|2|1|7006.2|15.859
24,0.25752704302102836,0.2273064133266845,0.16538356127767412,0.16975561713826334,0.013128367426274412,1000000.0|6|1|30522|961.88
25,0.329167382767825,0.33040972630830495,0.3795638092882177,0.15150511775802666,0.06309924060253187,100|2|6|20814|53.103
26,0.24129659175227633,0.25805586123981383,0.13085059028160795,0.07071839242485757,0.015652032072126534,10|2|9|18652|6.2867
27,0.24704865341181706,0.22253712228586364,0.1489255377597294,0.018065859640348694,0.011298955848336109,10|6|12|19528|4.9185
28,0.2740192468433173,0.37031541499285886,0.20473511931632796,0.02958343052787697,0.016136195707323164,100000.0|6|15|25927|834.61
29,0.30766290240699473,0.34181769892435854,0.236800318962288,0.02449731681518054,0.012969327700557524,1000|6|6|25492|310.14
30,0.2807510997287975,0.09316163620914777,0.13142248311764015,0.0830379618259729,0.013128367426274412,100000.0|2|1|7217.6|79248
31,0.25752704302102836,0.21920762013420939,0.1526872150002554,0.13911931114844373,0.013128367426274412,100000.0|6|1|31179|6540.8
32,0.26854866379302494,0.36959985488465114,0.21952539405655735,0.02958343052787697,0.016136195707323164,100000.0|6|9|24757|1024
33,0.24472029730710534,0.0823900187258387,0.050220128570110996,0.003572135342678948,0.0008171822960880822,1|1|12|4013.8|2.5474
34,0.26854866379302494,0.34724408272309043,0.2202148437976918,0.02958343052787697,0.016136195707323164,10000|6|9|25202|1145.3
35,0.3205897462511362,0.3110746838233477,0.2901386122143568,0.14103297053673866,0.10496131081617441,1000000.0|2|18|65823|46988
