trt, performance_error, stability_agreement, best_performance, best_stability
10, 55.77, 2, 0, 0
20, 28.71, 43, 0, 0
50, 4.67, 59, 0, 0
100, 2.06, 89, 1, 24
200, 3.19, 99, 1, 76
