trt, performance_error, stability_agreement, best_performance, best_stability
10, 65.60, 17, 1, 48
20, 48.68, 1, 1, 11
50, 41.58, 8, 1, 10
100, 38.88, 4, 1, 4
200, 25.56, 6, 1, 27
