trt, performance_error, stability_agreement, best_performance, best_stability
10, 60.04, 0, 0, 0
20, 19.72, 3, 0, 0
50, 6.38, 33, 1, 4
100, 5.82, 67, 1, 28
200, 5.07, 81, 1, 69
