trt, performance_error, stability_agreement, best_performance, best_stability
10, 56.42, 0, 0, 0
20, 53.92, 0, 0, 1
50, 37.17, 0, 1, 4
100, 28.02, 0, 1, 13
200, 29.64, 0, 1, 82
