trt, performance_error, stability_agreement, best_performance, best_stability
10, 63.76, 0, 1, 0
20, 63.18, 1, 1, 0
50, 61.76, 21, 1, 1
100, 51.44, 32, 1, 3
200, 58.27, 87, 1, 71
