trt, performance_error, stability_agreement, best_performance, best_stability
10, 10.72, 0, 0, 0
20, 8.54, 0, 0, 1
50, 5.41, 0, 0, 3
100, 4.79, 18, 0, 28
200, 2.52, 27, 1, 68
