trt, performance_error, stability_agreement, best_performance, best_stability
10, 35.83, 0, 1, 0
20, 35.08, 60, 1, 11
50, 35.63, 68, 1, 21
100, 35.17, 79, 1, 36
200, 34.76, 84, 1, 33
