trt, performance_error, stability_aggreement, best_performance, best_stability
1, 13.96, 62, 1, 24
3, 13.55, 60, 1, 10
5, 14.28, 59, 1, 19
7, 17.13, 59, 0, 17
9, 17.38, 61, 0, 30
