trt, performance_error, stability_aggreement, best_performance, best_stability
1, 86.44, 0, 1, 2
3, 88.04, 0, 1, 4
5, 85.39, 0, 1, 7
7, 83.74, 0, 1, 13
9, 87.31, 0, 1, 75
