trt, performance_error, stability_aggreement, best_performance, best_stability
1, 20.14, 0, 1, 1
3, 20.96, 0, 1, 1
5, 26.49, 0, 1, 18
7, 23.15, 0, 1, 25
9, 30.75, 4, 0, 55
