trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 0, 1, 0
3, 0.00, 0, 1, 0
5, 0.00, 0, 1, 1
7, 0.00, 0, 1, 14
9, 0.00, 0, 1, 85
