trt, performance_error, stability_aggreement, best_performance, best_stability
1, 57.73, 0, 1, 13
3, 57.85, 0, 1, 35
5, 58.38, 0, 0, 20
7, 58.33, 0, 0, 11
9, 58.46, 0, 0, 22
