trt, performance_error, stability_aggreement, best_performance, best_stability
1, 3.41, 40, 1, 17
3, 4.62, 46, 1, 17
5, 5.84, 46, 0, 16
7, 5.86, 46, 0, 10
9, 5.79, 46, 0, 40
