trt, performance_error, stability_aggreement, best_performance, best_stability
1, 54.77, 14, 1, 19
3, 67.08, 7, 1, 20
5, 70.71, 6, 1, 21
7, 67.08, 10, 1, 12
9, 59.42, 10, 1, 30
