trt, performance_error, stability_aggreement, best_performance, best_stability
1, 66.79, 0, 1, 22
3, 65.58, 0, 1, 19
5, 66.96, 0, 1, 22
7, 68.89, 0, 1, 14
9, 70.18, 0, 1, 23
