trt, performance_error, stability_aggreement, best_performance, best_stability
1, 83.27, 0, 1, 23
3, 83.19, 0, 1, 11
5, 78.33, 0, 1, 7
7, 77.82, 0, 1, 20
9, 83.57, 0, 1, 41
