trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 24, 1, 64
3, 1.75, 22, 1, 50
5, 2.09, 17, 1, 46
7, 5.05, 1, 0, 64
9, 4.99, 0, 0, 44
