trt, performance_error, stability_aggreement, best_performance, best_stability
1, 1.16, 27, 1, 17
3, 1.20, 31, 1, 23
5, 1.53, 28, 1, 7
7, 1.52, 30, 1, 18
9, 2.61, 36, 1, 35
