trt, performance_error, stability_aggreement, best_performance, best_stability
1, 29.15, 2, 1, 2
3, 28.46, 9, 1, 5
5, 28.35, 20, 1, 13
7, 30.49, 28, 1, 47
9, 33.34, 21, 1, 35
