trt, performance_error, stability_aggreement, best_performance, best_stability
1, 1.47, 19, 1, 6
3, 1.82, 43, 1, 15
5, 2.87, 57, 1, 50
7, 12.20, 27, 0, 25
9, 5.76, 20, 0, 4
