trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.87, 46, 1, 36
3, 0.84, 18, 1, 4
5, 0.89, 55, 1, 31
7, 0.89, 48, 1, 16
9, 0.89, 49, 1, 15
