trt, performance_error, stability_aggreement, best_performance, best_stability
1, 41.00, 0, 1, 0
3, 42.48, 0, 1, 8
5, 43.96, 0, 1, 13
7, 42.78, 0, 1, 23
9, 44.87, 0, 1, 56
