trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.50, 20, 1, 58
3, 4.99, 20, 0, 55
5, 1.87, 17, 0, 45
7, 2.36, 1, 0, 59
9, 1.84, 0, 0, 51
