trt, performance_error, stability_aggreement, best_performance, best_stability
1, 32.80, 5, 1, 3
3, 14.76, 4, 1, 5
5, 14.76, 12, 1, 6
7, 25.56, 9, 1, 4
9, 25.56, 30, 1, 82
