trt, performance_error, stability_aggreement, best_performance, best_stability
1, 58.57, 0, 1, 2
3, 66.52, 0, 1, 14
5, 62.72, 0, 1, 18
7, 67.11, 0, 1, 12
9, 70.74, 0, 1, 60
