trt, performance_error, stability_aggreement, best_performance, best_stability
1, 2.32, 56, 1, 45
3, 1.34, 84, 1, 69
5, 2.20, 56, 1, 49
7, 4.20, 56, 1, 49
9, 5.51, 43, 0, 60
