trt, performance_error, stability_aggreement, best_performance, best_stability
1, 39.34, 0, 1, 4
3, 34.28, 0, 1, 8
5, 33.26, 0, 1, 11
7, 36.96, 0, 1, 19
9, 37.84, 0, 1, 58
