trt, performance_error, stability_aggreement, best_performance, best_stability
1, 6.26, 24, 1, 33
3, 10.84, 18, 1, 0
5, 12.52, 22, 1, 6
7, 10.84, 18, 1, 56
9, 0.00, 18, 1, 5
