trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 81, 1, 38
3, 0.00, 92, 1, 19
5, 0.00, 100, 1, 19
7, 0.00, 100, 1, 11
9, 0.00, 100, 1, 21
