trt, performance_error, stability_aggreement, best_performance, best_stability
1, 20.24, 1, 1, 2
3, 37.69, 2, 1, 7
5, 20.24, 1, 1, 18
7, 24.79, 0, 1, 15
9, 14.31, 0, 1, 58
