trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.50, 23, 1, 9
3, 0.84, 51, 1, 23
5, 0.84, 51, 1, 16
7, 0.92, 8, 1, 20
9, 0.81, 8, 1, 32
