trt, performance_error, stability_aggreement, best_performance, best_stability
1, 38.23, 0, 1, 1
3, 34.13, 0, 1, 4
5, 31.32, 0, 1, 5
7, 32.12, 0, 1, 33
9, 35.31, 0, 1, 57
