trt, performance_error, stability_aggreement, best_performance, best_stability
1, 56.53, 0, 1, 15
3, 62.07, 0, 1, 21
5, 65.01, 0, 1, 11
7, 69.17, 0, 1, 6
9, 67.89, 0, 1, 48
