trt, performance_error, stability_aggreement, best_performance, best_stability
1, 6.70, 26, 1, 22
3, 7.40, 17, 1, 12
5, 7.99, 15, 1, 5
7, 10.68, 12, 0, 7
9, 13.74, 10, 0, 54
