trt, performance_error, stability_aggreement, best_performance, best_stability
1, 56.43, 95, 1, 35
3, 50.97, 100, 1, 32
5, 50.84, 100, 1, 26
7, 50.97, 100, 1, 37
9, 50.97, 100, 1, 30
