trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 71, 1, 1
3, 0.00, 71, 1, 9
5, 0.00, 71, 1, 10
7, 0.00, 71, 1, 9
9, 0.00, 71, 1, 77
