trt, performance_error, stability_aggreement, best_performance, best_stability
1, 28.47, 28, 1, 14
3, 44.69, 23, 1, 16
5, 39.22, 15, 1, 12
7, 31.64, 15, 1, 23
9, 25.29, 6, 1, 36
